Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
abstract,0.07319012915586923,0.07319012915586914,0.004028086152975972,0.0037708698042707225,0.0007995950894724296,0.05393604080698169,0.0007995950894724296,0.05393604080698186,0.028039716184834716,0.0023202405274529506,0.026648503171957917,0.006277737505397708,0.07319012915586925,0.03331770932227363,0.0010068996357214532,0.021236427221100328,0.016059115371320813,0.07319012915586903,0.05393604080698184,0.018047006004237955,0.053936040806982534,0.0419492877881577,0.029586117175490277,0.0007995950894724296,0.046668705476919,0.03843996085460618,0.005680250778007358,0.004028086152975972,0.0731901291558692,0.053936040806981854,0.0466687054769187,0.053936040806981576,0.016059115371320758,0.0030266243624950256,0.053936040806982145,0.00039404406914372164,0.0,0.0,0.00039404406914372164,0.0016480517620856075
category,0.07319012915586914,2.0787920847505186,0.31099417182231776,0.42911935385290134,0.0922742772582226,0.6838612591847735,0.12386337859917414,0.1077680718832773,0.965907497993912,0.13433932703725118,0.5725886206998129,0.4610741801323836,0.22199563286603555,0.6052701837300054,0.08485185882480706,0.5574325160313189,0.7080611365350831,0.5924392448901373,0.38860812808266837,0.9971483393616236,0.5105842698446248,0.3190838078135213,0.8509841787833834,0.08851626886171089,0.5241231262049729,0.26153101488368635,0.2814677383825018,0.39938412891768205,0.31155918968818797,0.4437592824752742,0.3123736974866019,0.5960872205932132,0.7179292220059043,0.32258208302154284,0.5263891553347809,0.038133053756863516,0.0,0.0,0.038133053756863516,0.20885306952890742
collective,0.004028086152975972,0.31099417182231776,0.8533580772579749,0.1426883623651417,0.06475906767281107,0.20197719101890327,0.07361291135192709,0.04616853452802204,0.4027562472874454,0.028782223966335174,0.18117239404894922,0.2751435642464967,0.06274352324026392,0.1256581075764066,0.04463716839128133,0.26526395786785395,0.27375899582685753,0.0908600519922462,0.06339313343819819,0.47897004441695995,0.1411526573126464,0.04356713992073612,0.2821291228886996,0.020476128841891345,0.2257884026416815,0.07245362131458782,0.11614962915012761,0.1338178324068474,0.055753804472412474,0.1333223794512302,0.060023065334046756,0.23577034144850267,0.4198526856682259,0.4131095743256577,0.21917685971211578,0.008122617742559637,0.0,0.0,0.008122617742559637,0.03421956886339607
datatype,0.0037708698042707225,0.42911935385290134,0.1426883623651417,0.946200269319788,0.18740608091909283,0.28687516432844823,0.049344064971362386,0.034623904394684546,0.42522432222696893,0.06998583911681908,0.19552955025760577,0.25493944179917055,0.1511228156876983,0.22296861133776347,0.021860895207636177,0.27300206681107503,0.3023653054612938,0.24186734294429266,0.18034989509581495,0.4472750096801187,0.1856937734113828,0.14441669548630215,0.2616725653415531,0.15616523955138129,0.2763471835277939,0.09514396146734384,0.07070387583617774,0.1414321525322126,0.17841820250557644,0.2322094316296317,0.08060834899982264,0.29010435681254104,0.36692066240635157,0.13969699828170667,0.22961026220770658,0.06565895336118846,0.0,0.0,0.11966321001133885,0.07690306139641129
enumeration,0.0007995950894724296,0.0922742772582226,0.06475906767281107,0.18740608091909283,0.2915755085719543,0.10076358193959112,0.0032698611142279455,0.0024341714331414244,0.17701238777087971,0.009500738460806818,0.06879172390600415,0.13941801890362077,0.07761423606574622,0.11166130440645794,0.044419553812913175,0.1279451133771191,0.15174731441084624,0.10151919756524938,0.04707020938310249,0.19327458167932882,0.13323036235226823,0.05244821430469514,0.09494772050681413,0.07502896122808095,0.15119585530979684,0.04707020938310243,0.05387049153996519,0.06562654181292568,0.04354242853769174,0.13223808785467905,0.048423401886469375,0.18573807475333548,0.14665147912824186,0.07919524049677804,0.061662237795301986,0.0016108701037446521,0.0,0.0,0.07379409962389247,0.006744347437330031
event,0.05393604080698169,0.6838612591847735,0.20197719101890327,0.28687516432844823,0.10076358193959112,1.7544138618714014,0.21455915517640517,0.15395111840029,0.8100966525660205,0.08498380312019935,0.49770628944459333,0.4261486007277702,0.1277772680335921,0.5088081116978287,0.13771775099633812,0.5780977016259087,0.5523913060064612,0.6063250296950007,0.5558910079621495,0.719661190183205,0.5153726884464,0.38719659645160664,0.750707771811908,0.14610157872200305,0.38192723872785134,0.5549295986699,0.2722101962677519,0.44423310218546236,0.44215420035976205,0.5004120728278966,0.42458677382935206,0.5109142567958812,0.6761709969718261,0.24971709943317116,0.8646184104752082,0.0811550333135646,0.0,0.0,0.08491304171007628,0.2910698307963698
historicalRole,0.0007995950894724296,0.12386337859917414,0.07361291135192709,0.049344064971362386,0.0032698611142279455,0.21455915517640517,0.2915755085719543,0.07440695519047016,0.2145591551764051,0.009500738460806818,0.0369641720073271,0.057021183830758534,0.0067443474373299755,0.07128720438298825,0.16163001400514437,0.16486678172584107,0.14639664545997155,0.13656168966061483,0.15149217620356645,0.12283067391149777,0.08332240769826171,0.008566657723296345,0.09573387225409222,0.05577487287919358,0.061662237795302055,0.15542099410960547,0.1455905045803745,0.06562654181292568,0.08694083243375485,0.0818203776843655,0.06041015490529358,0.10084969150132522,0.17648022857192946,0.08270456743032951,0.17044994365868413,0.0016108701037446521,0.0,0.0,0.001610870103744666,0.006744347437330031
historicalRoleMixin,0.05393604080698186,0.1077680718832773,0.04616853452802204,0.034623904394684546,0.0024341714331414244,0.15395111840029,0.07440695519047016,0.1997266304281274,0.09898545245789028,0.0070694534592414746,0.02510733381667877,0.01917656233708219,0.09694371166663224,0.030313875942382724,0.043583864131826716,0.11599992792669732,0.06780345450789879,0.10757091184605444,0.04038920971085223,0.09017171613717145,0.14572237377797775,0.026518314901115114,0.03784901066425051,0.0024341714331414244,0.07860106551485735,0.1302262938256013,0.017344100944871432,0.07656033077508381,0.1274296947213391,0.15395111840028952,0.08308122977187335,0.04887323319109393,0.1053502219134239,0.047656545040915425,0.14572237377797745,0.03508166719757504,0.0,0.0,0.0543357555464624,0.0050194462708067905
kind,0.028039716184834716,0.965907497993912,0.4027562472874454,0.42522432222696893,0.17701238777087971,0.8100966525660205,0.2145591551764051,0.09898545245789028,2.7148802556601854,0.15445772347299722,0.670523727132883,0.7186664937947764,0.19759598815619558,0.703608124006647,0.14353949233470614,1.0139279657631861,1.1610472593333985,0.6579234192002867,0.38915882032293736,1.471936468150129,0.4146790318902511,0.23341257112346764,1.0261279935321765,0.17859889611993252,0.7176175357776867,0.324129219946212,0.4911811528022189,0.470670075540919,0.30925048107694086,0.39459096584098763,0.2744794060418502,0.8536633150712168,1.0736834937675337,0.3629472906297047,0.5736487634209133,0.057430208738876554,0.0,0.0,0.069793379351544,0.17619681600957737
mixin,0.0023202405274529506,0.13433932703725118,0.028782223966335174,0.06998583911681908,0.009500738460806818,0.08498380312019935,0.009500738460806818,0.0070694534592414746,0.15445772347299722,0.5170178563214023,0.11532197851306404,0.18089497330456156,0.027678060873117416,0.17627765617855554,0.011971444952189776,0.17968429318071966,0.2249256215730828,0.13201099029920002,0.027117157760111484,0.22516815083073285,0.05127312619160456,0.02049297888188628,0.2091874330934955,0.05314281957523044,0.146387273657945,0.02711715776011147,0.07568690872805704,0.08027859028593534,0.06524479377847339,0.05530050716536902,0.07266912208452894,0.15071028502641112,0.24029237617007976,0.039299227675651395,0.09967634802180858,0.004676348632865354,0.0,0.0,0.004676348632865354,0.020410725543054245
