Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00023435669088352472,0.013888888888888888,0.013890865978277349,38,Q3
category,0.04921490508554019,0.6944444444444444,0.6961861771841867,4,Q1
collective,0.007733770799156316,0.25,0.25011959381618604,18,Q2
datatype,0.014998828216545582,0.2361111111111111,0.23658702761984415,19,Q1
enumeration,0.00890555425357394,0.05555555555555555,0.056264808269910316,32,Q3
event,0.043824701195219126,0.4444444444444444,0.4465998977075354,9,Q1
historicalRole,0.005390203890321068,0.05555555555555555,0.055816431729963284,33,Q3
historicalRoleMixin,0.0021092102179517225,0.041666666666666664,0.041720017723565546,35,Q3
kind,0.11389735176939302,0.8611111111111112,0.8686109327075577,1,Q1
mixin,0.0032809936723693462,0.1527777777777778,0.1528130043621752,27,Q3
mode,0.029060229669557066,0.4722222222222222,0.4731155504831153,8,Q1
phase,0.035153503632528706,0.3611111111111111,0.3628181409267506,13,Q1
phaseMixin,0.004687133817670494,0.1111111111111111,0.11120992867442381,29,Q3
quality,0.030700726505741738,0.4444444444444444,0.4455035339989024,10,Q1
quantity,0.0014061401453011485,0.06944444444444445,0.0694586790423325,31,Q3
relator,0.05108975861260839,0.7777777777777778,0.7794539338793749,2,Q1
role,0.07147879071947504,0.6805555555555556,0.6842989710062769,6,Q1
roleMixin,0.04148113428638388,0.4166666666666667,0.4187263970814309,11,Q1
situation,0.013123974689477385,0.19444444444444445,0.1948868407229146,22,Q3
subkind,0.11788141551441293,0.7222222222222222,0.7317793153644659,3,Q1
type,0.015467541598312632,0.2222222222222222,0.2227598727160667,20,Q1
bringsAbout,0.005390203890321068,0.1388888888888889,0.13899344500647992,28,Q3
characterization,0.06093273962971643,0.625,0.627963214494912,7,Q1
comparative,0.0030466369814858216,0.05555555555555555,0.05563903081455838,34,Q3
componentOf,0.027419732833372394,0.3055555555555556,0.306783375168078,15,Q1
creation,0.00796812749003984,0.19444444444444445,0.19460763867589106,24,Q3
derivation,0.013358331380360909,0.3333333333333333,0.3336008934765892,14,Q1
externalDependence,0.014764471525662059,0.25,0.25043559974458923,17,Q1
historicalDependence,0.007030700726505742,0.18055555555555555,0.1806923888676028,25,Q3
instantiation,0.014295758143895007,0.19444444444444445,0.1949692557205299,21,Q4
manifestation,0.0072650574173892665,0.1527777777777778,0.15295041824720199,26,Q3
material,0.05273025544879306,0.4027777777777778,0.40621474383791134,12,Q1
mediation,0.08835247246308882,0.6805555555555556,0.686266729186161,5,Q1
memberOf,0.00843684087180689,0.19444444444444445,0.19462739339364546,23,Q3
participation,0.023670025779235996,0.3055555555555556,0.3064709899015793,16,Q1
participational,0.00046871338176704945,0.027777777777777776,0.027781731956554697,37,Q3
subCollectionOf,0.0,0.0,0.0,39,Q3
subQuantityOf,0.0,0.0,0.0,39,Q3
termination,0.0007030700726505742,0.027777777777777776,0.02778667388873058,36,Q3
triggers,0.0030466369814858216,0.1111111111111111,0.11115287224918048,30,Q3
