Percentage,Top k Stereotypes,Coverage
10.0,1,0.19090909090909092
20.0,3,0.509090909090909
30.0,5,0.7545454545454545
40.0,7,0.8818181818181818
50.0,9,0.9272727272727272
60.0,11,0.9545454545454546
70.0,13,0.9727272727272728
80.0,15,0.990909090909091
90.0,17,1.0
100.0,19,1.0
