Percentage,Top k Stereotypes,Coverage
10.0,1,0.5393890675241158
20.0,3,0.7966237942122186
30.0,5,0.9212218649517685
40.0,7,0.9766881028938906
50.0,9,0.9887459807073955
60.0,11,0.9947749196141479
70.0,13,0.9971864951768489
80.0,15,0.9991961414790996
90.0,17,1.0
100.0,19,1.0
