Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,derivation,externalDependence,instantiation,material,mediation,participation
category,1.0,0.12904517098753115,0.1055016955479006,0.08884688721071743,0.25650469700432754,-0.07536707771599221,0.23269504681457132,-0.11520649778986942,-0.15504554344455082,0.24806303761933435,0.19718475752660936,0.20142364386704056,0.33431921164677036,0.37792997539096684,0.1902467567142344,-0.08507775573551205,0.18638520673781686,0.2857451440124312,0.13170737601826865,0.009204160423220226,0.19040212028267442
datatype,0.12904517098753115,1.0,0.06318935921135524,0.11550112030173756,-0.022401272503609723,-0.002351712367122142,0.16234406774343224,-0.12498860099828783,-0.18361479766889238,-0.07893509056846695,0.1626258569419663,0.07505115853271183,0.09126904661023993,-0.017079289962825407,0.17518535551439846,-0.010841112701000761,-0.021992112987597554,0.09060549087345378,0.016333048532197737,-0.00948995565733652,0.10843500849224359
event,0.1055016955479006,0.06318935921135524,1.0,-0.30181124093967177,0.15862357000074515,0.013645085343597086,0.13076711678327244,-0.13919548275028404,-0.14978325481967233,0.30459955776321535,0.512139280007608,-0.02831180676860171,0.3448153493327396,0.20218097007831135,-0.09617031692174124,-0.05473744818530548,0.31163415299634606,0.3420263263425099,-0.004203498837718388,-0.08330901243529722,0.6144040346191847
kind,0.08884688721071743,0.11550112030173756,-0.30181124093967177,1.0,0.008972629891438795,0.22825148166904874,0.09440011057619288,0.3022310104305354,0.3277426756772112,-0.3030938954840651,-0.24573577635466928,0.5315704787580192,-0.22128257334311371,-0.05520769353777122,0.3918006655892205,0.1477996871966705,-0.2162245087373776,-0.16233222924438337,0.3239906852261645,0.2078106811533276,-0.2460674661566386
mode,0.25650469700432754,-0.022401272503609723,0.15862357000074515,0.008972629891438795,1.0,0.04539580225810196,0.190834927182742,0.04475614076814994,0.08407069997337627,0.1851661222541197,-0.08624560228525296,0.13037407574275572,0.19279993878082854,0.5527856368546076,0.17137528838508562,-0.01189449221628729,0.35050722869664513,0.17240439866201068,0.0724293350583261,0.1996037964158438,0.08466684736317198
phase,-0.07536707771599221,-0.002351712367122142,0.013645085343597086,0.22825148166904874,0.04539580225810196,1.0,0.09304766523027129,0.1669627904863986,0.3316759402917444,0.0181535809660264,-0.08244139862501798,0.2682869892397218,-0.050795483060985955,-0.014493504522971903,0.10595881011724784,0.07987555483088644,-0.10620790499018477,-0.0272415139493269,0.12361274665407443,0.2825474563362361,-0.08939134666922044
quality,0.23269504681457132,0.16234406774343224,0.13076711678327244,0.09440011057619288,0.190834927182742,0.09304766523027129,1.0,0.140659693639661,0.018969120433640813,0.09037915211520058,0.22627386950081768,0.28151592566490374,0.2351258820058236,0.6186618005920574,0.04764404283783948,-0.12278871670528362,0.16127138048608683,0.25590656874676165,0.036251689917532255,0.15771593095280514,0.2635426308989585
relator,-0.11520649778986942,-0.12498860099828783,-0.13919548275028404,0.3022310104305354,0.04475614076814994,0.1669627904863986,0.140659693639661,1.0,0.34236325495148084,0.13459805814331025,-0.1667232272383247,0.1959711727400365,-0.005032779187620349,0.15666277734988338,0.23978814209380148,0.24378592519440223,0.06329937981426981,0.02808034387585402,0.2074079063379113,0.6848872836374993,-0.03855552401568398
role,-0.15504554344455082,-0.18361479766889238,-0.14978325481967233,0.3277426756772112,0.08407069997337627,0.3316759402917444,0.018969120433640813,0.34236325495148084,1.0,0.0032518426564823915,-0.2020103081672886,0.05953680513459027,-0.1581668468596961,-0.00025664435339389785,0.04500207441566741,0.2321026992227931,0.02314698880785467,-0.180947021980051,0.10650950702390671,0.3540584521568625,-0.3193441133747169
roleMixin,0.24806303761933435,-0.07893509056846695,0.30459955776321535,-0.3030938954840651,0.1851661222541197,0.0181535809660264,0.09037915211520058,0.13459805814331025,0.0032518426564823915,1.0,0.18507412935088252,-0.09456100276852189,0.36011931263042957,0.2449663667194838,-0.048255702368024234,-0.01847343874344368,0.3944579092057201,0.37660248479218156,-0.08811264155533752,0.19397381074120987,0.2603825248698966
situation,0.19718475752660936,0.1626258569419663,0.512139280007608,-0.24573577635466928,-0.08624560228525296,-0.08244139862501798,0.22627386950081768,-0.1667232272383247,-0.2020103081672886,0.18507412935088252,1.0,-0.08725816529013672,0.14969672757098004,0.22784880955503986,-0.0862296476464068,0.06859120450801201,0.08698370400911434,0.1960066185481792,0.061774014281662196,-0.132119028207952,0.460560273596573
