Stereotype,category,collective,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type
category,1.0,0.03708115839879692,0.09830118898588996,0.18746232030647567,0.07813377664353553,0.29646003254813436,0.0488120148031569,0.28251658723916273,0.09558706143745721,0.09742706561638209,0.22517530403295496,0.21729826531156243,0.17634631280917717,0.23251523186166637
collective,0.03708115839879692,1.0,0.04201146466976073,0.19003197812612752,0.18920135460739554,0.01883398584652858,0.2253306349455477,0.1583639925353684,0.1963130244916734,0.15822451635104332,0.10724509012049392,0.28090675809352766,0.14880347580029638,0.015326858870884703
datatype,0.09830118898588996,0.04201146466976073,1.0,0.05432498911703657,0.09396777677756946,0.003015365106461853,0.12011646257043485,0.17961982680090294,0.0843287003967142,0.09872844493416108,0.10266357829246694,0.14329130332726664,0.029903023016768657,0.0918903428566118
event,0.18746232030647567,0.19003197812612752,0.05432498911703657,1.0,0.3104473696409234,0.2348671479512513,0.05154019875694543,0.2110177557896967,0.21067281114754718,0.24336169899738158,0.27195117520032536,0.5725088785784483,0.05750786238949961,0.33634205016941826
kind,0.07813377664353553,0.18920135460739554,0.09396777677756946,0.3104473696409234,1.0,0.03667589792506489,0.23229161443583107,0.03152358777932224,0.20470784133365763,0.33436644598545273,0.20954007731234553,0.24490211145584304,0.42263000460773964,0.24382919096221728
mode,0.29646003254813436,0.01883398584652858,0.003015365106461853,0.2348671479512513,0.03667589792506489,1.0,0.024246383291598762,0.21306519809638652,0.02632939847700616,0.046573802204618375,0.18531678926168613,0.009010498132540852,0.00508130571050531,0.226534705928637
phase,0.0488120148031569,0.2253306349455477,0.12011646257043485,0.05154019875694543,0.23229161443583107,0.024246383291598762,1.0,0.08110630947234267,0.13429034457763256,0.2580394154394036,0.06651471323280242,0.08453724674199628,0.2908216465141094,0.009236115280700516
quality,0.28251658723916273,0.1583639925353684,0.17961982680090294,0.2110177557896967,0.03152358777932224,0.21306519809638652,0.08110630947234267,1.0,0.07432661330197875,0.059720360148604004,0.0838332376037632,0.2726394966632723,0.1551490048649039,0.26651374309411846
relator,0.09558706143745721,0.1963130244916734,0.0843287003967142,0.21067281114754718,0.20470784133365763,0.02632939847700616,0.13429034457763256,0.07432661330197875,1.0,0.3272130211232261,0.12093547922079739,0.17710267154074338,0.17812053159190094,0.014239516214889022
role,0.09742706561638209,0.15822451635104332,0.09872844493416108,0.24336169899738158,0.33436644598545273,0.046573802204618375,0.2580394154394036,0.059720360148604004,0.3272130211232261,1.0,0.01255710527674652,0.23401919123352033,0.07795192206139889,0.1435860171193351
roleMixin,0.22517530403295496,0.10724509012049392,0.10266357829246694,0.27195117520032536,0.20954007731234553,0.18531678926168613,0.06651471323280242,0.0838332376037632,0.12093547922079739,0.01255710527674652,1.0,0.14868555472777809,0.045400384164869176,0.280165994843546
situation,0.21729826531156243,0.28090675809352766,0.14329130332726664,0.5725088785784483,0.24490211145584304,0.009010498132540852,0.08453724674199628,0.2726394966632723,0.17710267154074338,0.23401919123352033,0.14868555472777809,1.0,0.10230847362807184,0.14882396320702332
subkind,0.17634631280917717,0.14880347580029638,0.029903023016768657,0.05750786238949961,0.42263000460773964,0.00508130571050531,0.2908216465141094,0.1551490048649039,0.17812053159190094,0.07795192206139889,0.045400384164869176,0.10230847362807184,1.0,0.04951156630622722
type,0.23251523186166637,0.015326858870884703,0.0918903428566118,0.33634205016941826,0.24382919096221728,0.226534705928637,0.009236115280700516,0.26651374309411846,0.014239516214889022,0.1435860171193351,0.280165994843546,0.14882396320702332,0.04951156630622722,1.0
