Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,2,0.013605442176870748,0.0,0,0.11624222217746526,0.013512254216755195,8.484067820435305,70.94454221165277,0.0,0.0,0.0,0,1,1,1.0,0.0
category,323,2.197278911564626,1.0,0,3.3650896216002253,11.323828161401549,2.2780603646493645,5.341784051175868,0.0,3.0,3.0,0,17,17,1.0,16.0
collective,115,0.782312925170068,0.0,0,1.5768748649665587,2.4865343397633026,3.117923414547701,11.328184193000235,0.0,1.0,1.0,0,9,9,1.0,8.0
datatype,108,0.7346938775510204,0.0,0,1.9314503408956236,3.7305004193458204,3.528373625652646,14.640610642920171,0.0,0.0,0.0,0,13,13,1.0,12.0
enumeration,52,0.35374149659863946,0.0,0,2.0265454819106674,4.106886590252539,7.826809190630443,68.13240538588823,0.0,0.0,0.0,0,20,20,2.0,18.0
event,308,2.0952380952380953,0.0,0,4.597994400976965,21.141552511415522,2.881125090758829,8.619777352489693,0.0,2.0,2.0,0,23,23,1.0,22.0
historicalRole,23,0.1564625850340136,0.0,0,1.4320245285269597,2.050694250302861,11.368434872404118,133.66148947977686,0.0,0.0,0.0,0,17,17,1.0,16.0
historicalRoleMixin,9,0.061224489795918366,0.0,0,0.4714374665590274,0.2222532848755941,8.151759597509287,66.59619528363264,0.0,0.0,0.0,0,4,4,1.0,3.0
kind,969,6.591836734693878,5.0,0,5.642008655770745,31.832261671792004,1.1798711304090277,1.8842652564082871,2.0,10.0,8.0,0,27,27,1.0,26.0
mixin,24,0.16326530612244897,0.0,0,0.4539147274714579,0.2060385798154879,2.867860038350289,7.672832819776264,0.0,0.0,0.0,0,2,2,1.0,1.0
mode,200,1.3605442176870748,0.0,0,3.0067175435564337,9.040350386730035,4.298958902139729,24.202996488654087,0.0,2.0,2.0,0,22,22,1.0,21.0
phase,265,1.8027210884353742,0.0,0,3.3055359455660054,10.926567887428945,2.2536302691700314,5.261218596450563,0.0,2.0,2.0,0,17,17,1.0,16.0
phaseMixin,20,0.1360544217687075,0.0,0,0.7084563170601055,0.5019103531823688,7.297995875056818,63.127816203683146,0.0,0.0,0.0,0,7,7,1.0,6.0
quality,162,1.1020408163265305,0.0,0,2.493099226213685,6.215543751747275,3.105822506799698,11.440008853114842,0.0,1.0,1.0,0,15,15,1.0,14.0
quantity,17,0.11564625850340136,0.0,0,0.6026994844285383,0.3632466685304258,7.560512477911375,66.40933888169485,0.0,0.0,0.0,0,6,6,1.0,5.0
relator,531,3.6122448979591835,2.0,0,4.207704902004647,17.70478054235393,1.8953699395552617,3.623043844019947,1.0,5.0,4.0,0,19,19,1.0,18.0
role,747,5.081632653061225,4.0,0,5.858503016143232,34.322057590159346,2.076850370709253,5.890312297988542,0.0,7.0,7.0,0,34,34,1.0,33.0
roleMixin,261,1.7755102040816326,0.0,0,4.7740679623505295,22.791724909141738,5.295956186561497,33.53342632815026,0.0,1.0,1.0,0,36,36,1.0,35.0
situation,71,0.48299319727891155,0.0,0,1.5542859061432677,2.4158046780355984,4.470406934937036,24.70456683190205,0.0,0.0,0.0,0,12,12,1.0,11.0
subkind,918,6.244897959183674,2.0,0,8.211745544448917,67.43276488677662,1.6501432284911355,1.9664672924388644,0.0,8.5,8.5,0,35,35,1.0,34.0
type,77,0.5238095238095238,0.0,0,1.7294124955916894,2.990867579908675,4.397466146903082,21.59915085729672,0.0,0.0,0.0,0,12,12,1.0,11.0
