Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type
abstract,1.0,0.03138244241110396,-0.08534867741204688,-0.0594262855691056,-0.02836079322184169,0.06668157414185558,-0.019777309569814553,0.40111917385577345,0.005609459814891111,-0.045497806382871056,0.0016254338135317469,0.0451951998014505,0.2428528386840743,0.04760218720170722,-0.0301918521925942,-0.09179571857221602,-0.15267144954905557,0.045858086350247934,0.1387218126667581,-0.019839191651677975,0.13404405012917586
category,0.03138244241110396,1.0,-0.05013670792437774,0.10351087487363511,-0.04524952559646403,0.1930132943540628,0.05640040198649435,0.12194499959082039,0.04443944289306327,0.1044759257050589,0.26553726928400523,-0.03865477363697021,0.17317356176796866,0.3001086285726124,0.10461976493733169,-0.14178092040453344,-0.2217110478141599,0.24369972833110898,0.22761580668969297,0.169754598260223,0.28145936883761646
collective,-0.08534867741204688,-0.05013670792437774,1.0,0.03354544992616948,-0.023047571917252742,-0.20153351760394392,0.043001809663666804,0.0018789601126023207,0.25185599885860815,-0.0037989713750052603,0.005850722662416124,0.18612435003250463,-0.005630211485268976,-0.16568083220372123,0.08161153038811393,0.2172771296752088,0.15657077826164273,-0.11731882821102715,-0.27925416192026625,0.14963152448070938,-0.01549013681613664
datatype,-0.0594262855691056,0.10351087487363511,0.03354544992616948,1.0,0.27408725500067316,0.04208831262126366,0.022435198171196134,0.0397177180542598,0.07536937720184464,0.04993096825646962,-0.0011241894860621177,0.11099755197984179,0.1097206737556948,0.1655371458841045,0.056175339985152783,-0.06912785950228818,-0.13023256068268754,-0.0963788754858239,0.1293660783426348,0.06092895756033381,0.10099226502056398
enumeration,-0.02836079322184169,-0.04524952559646403,-0.023047571917252742,0.27408725500067316,1.0,0.02720136236631884,-0.04038481347795802,-0.03485430519944034,0.10829447704497934,0.08122949776704394,-0.03537909085703271,0.054533560288758075,0.07872863981903196,0.09055114686889784,0.19033712547096387,0.034254591002734626,0.012080177006624185,0.01267565126302779,0.09527805472247139,0.022822220316334706,0.07088834091793303
event,0.06668157414185558,0.1930132943540628,-0.20153351760394392,0.04208831262126366,0.02720136236631884,1.0,0.25622866837532665,0.24158705287062204,-0.3105060263582643,-0.031691786718982304,0.22813653418343185,-0.05648675584481194,0.03871776912061313,0.2177454246049577,0.21506525387087705,-0.23024242642102413,-0.2580827552593142,0.2949439542812545,0.5642900886982165,-0.07549599804178922,0.3533053938435675
historicalRole,-0.019777309569814553,0.05640040198649435,0.043001809663666804,0.022435198171196134,-0.04038481347795802,0.25622866837532665,1.0,0.2693586515857464,-0.013383470068526419,-0.06478734251386983,-0.1226718366422014,-0.03516362199723594,-0.04038706633349471,0.0031272752416286577,0.48114269326771153,0.11976722701324918,0.009789021321209304,0.12469216107267932,0.2147390344338182,-0.022967222447972464,0.06617240741706128
historicalRoleMixin,0.40111917385577345,0.12194499959082039,0.0018789601126023207,0.0397177180542598,-0.03485430519944034,0.24158705287062204,0.2693586515857464,1.0,-0.08400056162838708,-0.05591502385597432,-0.0334665499342751,-0.10300726336657874,0.40236884632616493,0.010962364569577077,0.15672036371463244,-0.06723627897559799,-0.10994899026557862,0.10739268141103661,0.09607323110713445,-0.06150268079943336,0.3667718912296341
kind,0.005609459814891111,0.04443944289306327,0.25185599885860815,0.07536937720184464,0.10829447704497934,-0.3105060263582643,-0.013383470068526419,-0.08400056162838708,1.0,0.008280328223264974,-0.030710767881900657,0.20419696618934247,0.031569977420209595,0.047344776302453706,0.01937431789640475,0.23529353548810764,0.23226742114746643,-0.2738066254745227,-0.24701257229073673,0.49972884164997766,-0.21928812155356422
mixin,-0.045497806382871056,0.1044759257050589,-0.0037989713750052603,0.04993096825646962,0.08122949776704394,-0.031691786718982304,-0.06478734251386983,-0.05591502385597432,0.008280328223264974,1.0,0.09874814805434294,0.18749867234207124,-0.010265723827829447,0.20427904507502317,0.07775705336723819,0.04879609251429353,0.221112029489493,0.1056539625143588,-0.03018767769751152,-0.026403675509119963,0.06175083639369593
