Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,3.3535339327078364,0.9217032967032966,0.10355029585798817
characterization,5.040832259613796,0.7412284144427002,0.06568771887453206
comparative,1.6874175421194415,0.9776785714285714,0.3826530612244897
componentOf,3.4911678845637972,0.8977327447833066,0.1995758111349577
creation,3.570135953337833,0.9150747508305648,0.1032990805840995
derivation,3.5739382012017598,0.8998579545454546,0.17523243801652896
externalDependence,4.029516469723767,0.8858855185909981,0.07449802964908987
historicalDependence,3.4716826415757076,0.9216836734693877,0.10857142857142857
instantiation,3.5800458808801583,0.9162414965986394,0.09700176366843033
manifestation,3.198085442834249,0.9332983193277311,0.14186851211072665
material,3.9787780667083847,0.8732874434690077,0.13004518516206665
mediation,3.0705047108304186,0.8683125668229296,0.37149559736295845
memberOf,2.3011048530491807,0.9418067226890756,0.46429065743944636
participation,4.078165471949852,0.8818493150684932,0.08266091199099268
participational,0.9864267244027575,0.9851190476190477,0.6296296296296298
subCollectionOf,1.5288018087545379,0.9797932330827067,0.4182825484764543
subQuantityOf,0.9182958311690995,0.9851190476190477,0.5555555555555556
termination,0.9182958311690995,0.9851190476190477,0.5555555555555556
triggers,3.0565647491466987,0.9363095238095238,0.12888888888888891
none,6.079276591721205,0.5370451295089782,0.01880596534772909
other,3.8333153439488905,0.9013510576644451,0.10918374484157516
