Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.004121750158528852,0.09821428571428571,0.09830073622682935,15,Q3
characterization,0.07213062777425491,0.5446428571428571,0.5493984613191438,3,Q1
comparative,0.004438807863031071,0.044642857142857144,0.04486298818761917,17,Q3
componentOf,0.07054533925174382,0.3392857142857143,0.346542119818805,5,Q1
creation,0.006816740646797717,0.13392857142857142,0.13410193957562158,12,Q2
derivation,0.027901077996195307,0.30357142857142855,0.30485091831622835,6,Q1
externalDependence,0.011572606214331009,0.1875,0.18785679443286574,10,Q1
historicalDependence,0.00554850982878884,0.125,0.12512308324733756,13,Q3
instantiation,0.009987317691819911,0.13392857142857142,0.13430044214214373,11,Q1
manifestation,0.00538998097653773,0.10714285714285714,0.10727834698419868,14,Q3
material,0.08512999365884591,0.42857142857142855,0.4369446019898978,4,Q1
mediation,0.27536461636017756,0.6339285714285714,0.6911520133926089,2,Q1
memberOf,0.026949904882688648,0.23214285714285715,0.23370195441124353,8,Q1
participation,0.023145212428662017,0.22321428571428573,0.22441104742259607,9,Q1
participational,0.0014267596702599874,0.026785714285714284,0.026823686043357255,19,Q3
subCollectionOf,0.0030120481927710845,0.03571428571428571,0.035841074738311184,18,Q3
subQuantityOf,0.0004755865567533291,0.017857142857142856,0.017863474846551347,20,Q3
termination,0.0004755865567533291,0.017857142857142856,0.017863474846551347,20,Q3
triggers,0.0023779327837666455,0.08035714285714286,0.08039231911375228,16,Q3
none,0.28503487634749525,0.8571428571428571,0.903293284756093,1,Q1
other,0.07815472415979709,0.29464285714285715,0.30483204256409807,7,Q1
