Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
bringsAbout,26,0.23214285714285715,0.0,0,0.7591145014125512,0.5762548262548263,3.3561580412701297,10.55898348607285,0.0,0.0,0.0,0,4,4,1.0,3.0
characterization,455,4.0625,1.0,0,10.28887376846579,105.86092342342343,7.773041937096326,72.03319431257121,0.0,5.0,5.0,0,101,101,1.0,100.0
comparative,28,0.25,0.0,0,1.6246967839075819,2.6396396396396398,7.90207354325068,66.52023218492978,0.0,0.0,0.0,0,15,15,1.0,14.0
componentOf,445,3.9732142857142856,0.0,0,18.44224479771628,340.1163931788932,8.173406573076962,72.13087368972614,0.0,2.0,2.0,0,176,176,1.0,175.0
creation,43,0.38392857142857145,0.0,0,1.2537909054111194,1.5719916344916347,4.457074484436706,23.57540861635363,0.0,0.0,0.0,0,9,9,1.0,8.0
derivation,176,1.5714285714285714,0.0,0,6.812434690275307,46.409266409266415,7.824566358932749,67.33412671150394,0.0,1.0,1.0,0,64,64,1.0,63.0
externalDependence,73,0.6517857142857143,0.0,0,1.774239191998844,3.147924710424711,3.509288556674795,13.75235519831876,0.0,0.0,0.0,0,11,11,1.0,10.0
historicalDependence,35,0.3125,0.0,0,1.0486477779322103,1.099662162162162,4.256843634924384,19.96989093573882,0.0,0.0,0.0,0,7,7,1.0,6.0
instantiation,63,0.5625,0.0,0,1.7746018459676276,3.1492117117117115,3.6719811186409266,13.743567017269513,0.0,0.0,0.0,0,10,10,1.0,9.0
manifestation,34,0.30357142857142855,0.0,0,1.1766442259628158,1.384491634491634,5.906155108399256,42.838642322166336,0.0,0.0,0.0,0,10,10,1.0,9.0
material,537,4.794642857142857,0.0,0,17.738408671964972,314.6511422136422,6.737653495062707,50.572136004030476,0.0,2.25,2.25,0,154,154,1.0,153.0
mediation,1737,15.508928571428571,2.0,0,99.27330511648944,9855.189108751607,10.301437322951449,107.7711914508457,0.0,8.25,8.25,0,1047,1047,1.0,1046.0
memberOf,170,1.5178571428571428,0.0,0,10.888445105167074,118.55823680823681,10.38511137324305,109.12091343708931,0.0,0.0,0.0,0,115,115,1.0,114.0
participation,146,1.3035714285714286,0.0,0,3.762880068413875,14.15926640926641,4.932058377974471,31.522810713561952,0.0,0.0,0.0,0,30,30,1.0,29.0
participational,9,0.08035714285714286,0.0,0,0.6730111555123104,0.4529440154440153,10.014910173505584,103.25108023423084,0.0,0.0,0.0,0,7,7,1.0,6.0
subCollectionOf,19,0.16964285714285715,0.0,0,1.153829447458503,1.331322393822394,8.295765418997473,73.71868392302349,0.0,0.0,0.0,0,11,11,1.0,10.0
subQuantityOf,3,0.026785714285714284,0.0,0,0.2105257865942004,0.04432110682110681,8.456917809688566,74.64908218352383,0.0,0.0,0.0,0,2,2,1.0,1.0
termination,3,0.026785714285714284,0.0,0,0.2105257865942004,0.04432110682110681,8.456917809688566,74.64908218352383,0.0,0.0,0.0,0,2,2,1.0,1.0
triggers,15,0.13392857142857142,0.0,0,0.4931154080565783,0.24316280566280568,3.969259667196535,15.937096467845748,0.0,0.0,0.0,0,3,3,1.0,2.0
none,1798,16.053571428571427,12.0,0,16.96091919451242,287.6727799227799,1.6957948432114935,3.436345226118333,3.75,22.75,19.0,0,87,87,1.0,86.0
other,493,4.401785714285714,0.0,0,14.816268038352256,219.52179858429858,5.123693891365522,28.819961683696135,0.0,1.0,1.0,0,108,108,1.0,107.0
