Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.00984102952308857,0.07482993197278912,0.0754742643629373,13,Q3
characterization,0.12831188493565482,0.4489795918367347,0.4669546163189969,3,Q1
comparative,0.005299015897047691,0.034013605442176874,0.034423900485756234,16,Q3
componentOf,0.11165783497350493,0.35374149659863946,0.3709454387464762,4,Q1
creation,0.012869038607115822,0.09523809523809523,0.0961036260463253,11,Q2
derivation,0.05677517032551098,0.35374149659863946,0.35826870695238794,5,Q1
externalDependence,0.026873580620741862,0.1360544217687075,0.13868307401480853,8,Q1
historicalDependence,0.013247539742619227,0.09523809523809523,0.09615504195731378,10,Q1
instantiation,0.02384557153671461,0.10204081632653061,0.1047899779487396,9,Q1
manifestation,0.012869038607115822,0.08163265306122448,0.08264080227397166,12,Q3
material,0.1502649507948524,0.47619047619047616,0.4993364847994705,2,Q1
mediation,0.3516275548826647,0.7006802721088435,0.7839609563462229,1,Q1
memberOf,0.03709311127933384,0.2585034013605442,0.2611511198891394,6,Q1
participation,0.04390613171839516,0.16326530612244897,0.16906598884970933,7,Q1
participational,0.000757002271006813,0.013605442176870748,0.013626485580166402,18,Q3
subCollectionOf,0.007948523845571537,0.047619047619047616,0.048277869955795936,15,Q3
subQuantityOf,0.0,0.0,0.0,19,Q3
termination,0.0011355034065102195,0.013605442176870748,0.013652744222842883,17,Q3
triggers,0.005677517032551098,0.061224489795918366,0.0614871722428786,14,Q3
