year,category,period,predicted,a (quad),b (linear),intercept
2021,none (occurrence),2019-2024,28.70089741051197,29.755732823323342,-120339.26529233578,121670148.72808042
2022,none (occurrence),2019-2024,-8.136590212583542,29.755732823323342,-120339.26529233578,121670148.72808042
2023,none (occurrence),2019-2024,14.537387788295746,29.755732823323342,-120339.26529233578,121670148.72808042
2024,none (occurrence),2019-2024,96.722831428051,29.755732823323342,-120339.26529233578,121670148.72808042
2021,none (model-wise),2019-2024,24.208333387970924,24.09722224084544,-97449.40285313573,98521584.86789972
2022,none (model-wise),2019-2024,-0.125,24.09722224084544,-97449.40285313573,98521584.86789972
2023,none (model-wise),2019-2024,23.73611108958721,24.09722224084544,-97449.40285313573,98521584.86789972
2024,none (model-wise),2019-2024,95.79166665673256,24.09722224084544,-97449.40285313573,98521584.86789972
2021,other (occurrence),2019-2024,1.6101694914977998,0.4237288137826454,-1714.49152632689,1734293.6449809342
2022,other (occurrence),2019-2024,0.2542372876778245,0.4237288137826454,-1714.49152632689,1734293.6449809342
2023,other (occurrence),2019-2024,-0.2542372881434858,0.4237288137826454,-1714.49152632689,1734293.6449809342
2024,other (occurrence),2019-2024,0.08474576310254633,0.4237288137826454,-1714.49152632689,1734293.6449809342
2021,other (model-wise),2019-2024,9.500000016763806,2.5000000013151293,-10115.500005328651,10232332.505397651
2022,other (model-wise),2019-2024,1.5000000018626451,2.5000000013151293,-10115.500005328651,10232332.505397651
2023,other (model-wise),2019-2024,-1.5000000055879354,2.5000000013151293,-10115.500005328651,10232332.505397651
2024,other (model-wise),2019-2024,0.49999999068677425,2.5000000013151293,-10115.500005328651,10232332.505397651
