Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type
abstract,0.04786485027570417,0.036407872084630415,0.00283583642343313,0.00200869185693546,0.000567743420796199,0.03208350726013039,0.00027899735835622275,0.0364078720846307,0.015052413359030951,0.0016660713202636193,0.0187288019323655,0.003437160779705274,0.04786485027570503,0.021918661328702287,0.0008669442132167512,0.011630615728126417,0.009870792561519355,0.04786485027570414,0.02718706417908559,0.010830134252542256,0.03640787208463075
category,0.036407872084630415,2.2837580539351183,0.3549102952958103,0.35327312731259497,0.1464617056720931,0.6762009714571627,0.07079880018693513,0.05634624527622791,1.0461684830545996,0.2630115556512219,0.739922490256488,0.5465341724761519,0.1337992706340202,0.5573678637491433,0.17817513885950592,0.7433666068400571,0.803169066762041,0.6505629650811684,0.3056875892337752,1.137034918980489,0.5532121418431111
collective,0.00283583642343313,0.3549102952958103,1.076923628638858,0.1964597835781513,0.08406144835565588,0.2360849334388503,0.044222263380283316,0.027480372666996412,0.49376671013319706,0.13709306424852696,0.32198083036463887,0.317658715782708,0.03952566785100694,0.15268875905423923,0.15884579591909603,0.42407206015847176,0.4309431816964986,0.2510737663261113,0.05763887815987339,0.5701587151339884,0.2556237609206318
datatype,0.00200869185693546,0.35327312731259497,0.1964597835781513,0.9052537632312313,0.14942782955060233,0.22716638183958227,0.03139820478620521,0.017964106422652712,0.40202256991792207,0.09177075985090788,0.25935820489224237,0.21407553656662856,0.08663165320045632,0.1830163401309384,0.10394101647017098,0.2765862692811921,0.31791440555831174,0.20142824717906985,0.11308600792707542,0.4316258624558326,0.17182002736071914
enumeration,0.000567743420796199,0.1464617056720931,0.08406144835565588,0.14942782955060233,0.3695003152197628,0.0881502963284055,0.0023008371433912295,0.001718074817591994,0.20746301027443506,0.07527486971095937,0.13493331208758885,0.13537746661636071,0.05145085094294026,0.09422672885934735,0.11460545761674765,0.1670138852407054,0.19240053184046935,0.13641805001644863,0.06317767935454954,0.211125256022477,0.11386997440710361
event,0.03208350726013039,0.6762009714571627,0.2360849334388503,0.22716638183958227,0.0881502963284055,1.8966799001480728,0.13375895735759374,0.08891071568800496,0.8221482967381007,0.17898310328867292,0.6114378207161207,0.4825673511747678,0.08031334771890122,0.4422482847638231,0.1835118965811804,0.599636994897469,0.6867980907906862,0.7055386686818239,0.4866257613952863,0.8562113375964105,0.5069287878242171
historicalRole,0.00027899735835622275,0.07079880018693513,0.044222263380283316,0.03139820478620521,0.0023008371433912295,0.13375895735759374,0.19104384831296045,0.04828689851812897,0.12230197916651986,0.006758224666076645,0.022095265071398307,0.03316554598875953,0.0023008371433912295,0.04045259902287536,0.09332158640513447,0.09041057847816114,0.09441462577285416,0.09049029630160052,0.09856280956012498,0.07825699909701711,0.05374008291180707
historicalRoleMixin,0.0364078720846307,0.05634624527622791,0.027480372666996412,0.017964106422652712,0.001718074817591994,0.08891071568800496,0.04828689851812897,0.13193037991022585,0.05960806547796042,0.00504488882516619,0.018049025384287855,0.010419479661821128,0.06604368149767134,0.017873373049914966,0.028790283776972445,0.055422583970362656,0.04271841673139622,0.07319703255208498,0.01877155506077189,0.05811925437837224,0.09813152359355062
kind,0.015052413359030951,1.0461684830545996,0.49376671013319706,0.40202256991792207,0.20746301027443506,0.8221482967381007,0.12230197916651986,0.05960806547796042,2.933591944254931,0.2730430703258713,0.8646488872516142,0.7507719757004592,0.12611157285645364,0.7018249840605968,0.2552492836618624,1.1507564090455502,1.3115152872162636,0.7328801693926102,0.30720830497737794,1.538508329061116,0.4607240327750515
mixin,0.0016660713202636193,0.2630115556512219,0.13709306424852696,0.09177075985090788,0.07527486971095937,0.17898310328867292,0.006758224666076645,0.00504488882516619,0.2730430703258713,0.6849736429321333,0.27497330214047405,0.2246556265281377,0.01813852148070315,0.16588036330499678,0.12269676363709252,0.3104566794369707,0.35010809007100496,0.2257246384641799,0.051018137300077274,0.34780289835037176,0.23300200217864203
