year,num_class,ontouml_class,none_class,other_class,num_relation,ontouml_relation,none_relation,other_relation,ratio_class,cumulative_class,cumulative_ratio_class,ratio_ontouml_class,cumulative_ontouml_class,cumulative_ratio_ontouml_class,ratio_none_class,cumulative_none_class,cumulative_ratio_none_class,ratio_other_class,cumulative_other_class,cumulative_ratio_other_class,ratio_relation,cumulative_relation,cumulative_ratio_relation,ratio_ontouml_relation,cumulative_ontouml_relation,cumulative_ratio_ontouml_relation,ratio_none_relation,cumulative_none_relation,cumulative_ratio_none_relation,ratio_other_relation,cumulative_other_relation,cumulative_ratio_other_relation,ratio_ontouml_to_total_class,ratio_none_to_total_class,ratio_other_to_total_class,ratio_ontouml_to_total_relation,ratio_none_to_total_relation,ratio_other_to_total_relation,cumulative_ratio_ontouml_to_total_class,cumulative_ratio_none_to_total_class,cumulative_ratio_other_to_total_class,cumulative_ratio_ontouml_to_total_relation,cumulative_ratio_none_to_total_relation,cumulative_ratio_other_to_total_relation
2005,43,43,0,0,25,16,4,5,0.00468307558266173,43,0.00468307558266173,0.004940825002872573,43,0.004940825002872573,0.0,0,0.0,0.0,0,0.0,0.003963221306277742,25,0.003963221306277742,0.003983071944236993,16,0.003983071944236993,0.002224694104560623,4,0.002224694104560623,0.010141987829614604,5,0.010141987829614604,0.00468307558266173,0.0,0.0,0.0025364616360177552,0.0006341154090044388,0.0007926442612555486,0.00468307558266173,0.0,0.0,0.0025364616360177552,0.0006341154090044388,0.0007926442612555486
2007,20,16,0,4,20,0,20,0,0.0021781746896101066,63,0.006861250272271836,0.0018384465126967712,59,0.006779271515569344,0.0,0,0.0,0.03636363636363636,4,0.03636363636363636,0.0031705770450221942,45,0.007133798351299936,0.0,16,0.003983071944236993,0.011123470522803115,24,0.013348164627363738,0.0,5,0.010141987829614604,0.0017425397516880855,0.0,0.00043563493792202136,0.0,0.0031705770450221942,0.0,0.006425615334349815,0.0,0.00043563493792202136,0.0025364616360177552,0.003804692454026633,0.0007926442612555486
2011,15,15,0,0,7,2,0,5,0.00163363101720758,78,0.008494881289479415,0.001723543605653223,74,0.008502815121222567,0.0,0,0.0,0.0,4,0.03636363636363636,0.0011097019657577679,52,0.008243500317057704,0.0004978839930296241,18,0.004480955937266617,0.0,24,0.013348164627363738,0.010141987829614604,10,0.02028397565922921,0.00163363101720758,0.0,0.0,0.0003170577045022194,0.0,0.0007926442612555486,0.008059246351557395,0.0,0.00043563493792202136,0.0028535193405199747,0.003804692454026633,0.0015852885225110971
2012,116,116,0,0,60,27,28,5,0.01263341319973862,194,0.021128294489218036,0.013328737217051592,190,0.02183155233827416,0.0,0,0.0,0.0,4,0.03636363636363636,0.009511731135066582,112,0.017755231452124286,0.006721433905899925,45,0.011202389843166542,0.01557285873192436,52,0.028921023359288096,0.010141987829614604,15,0.030425963488843813,0.01263341319973862,0.0,0.0,0.004280279010779962,0.004438807863031071,0.0007926442612555486,0.020692659551296014,0.0,0.00043563493792202136,0.007133798351299936,0.008243500317057704,0.0023779327837666455
2013,55,55,0,0,33,30,0,3,0.005989980396427793,249,0.02711827488564583,0.006319659887395151,245,0.028151212225669308,0.0,0,0.0,0.0,4,0.03636363636363636,0.00523145212428662,145,0.022986683576410906,0.0074682598954443615,75,0.018670649738610903,0.0,52,0.028921023359288096,0.006085192697768763,18,0.036511156186612576,0.005989980396427793,0.0,0.0,0.004755865567533291,0.0,0.0004755865567533291,0.026682639947723807,0.0,0.00043563493792202136,0.011889663918833228,0.008243500317057704,0.0028535193405199747
2014,30,17,7,6,26,13,13,0,0.00326726203441516,279,0.03038553692006099,0.0019533494197403194,262,0.03010456164540963,0.018970189701897018,7,0.018970189701897018,0.05454545454545454,10,0.09090909090909091,0.004121750158528852,171,0.02710843373493976,0.003236245954692557,88,0.02190689569330346,0.007230255839822024,65,0.036151279199110126,0.0,18,0.036511156186612576,0.0018514484861685907,0.0007623611413635373,0.000653452406883032,0.002060875079264426,0.002060875079264426,0.0,0.028534088433892397,0.0007623611413635373,0.0010890873448050533,0.013950538998097653,0.01030437539632213,0.0028535193405199747
2015,4925,4752,158,15,2628,2187,145,296,0.5363755173164888,5204,0.5667610542365498,0.546018614270941,5014,0.5761231759163506,0.4281842818428184,165,0.44715447154471544,0.13636363636363635,25,0.22727272727272727,0.4166138237159163,2799,0.4437222574508561,0.544436146377894,2275,0.5663430420711975,0.08064516129032258,210,0.1167964404894327,0.6004056795131846,314,0.6369168356997972,0.5175343062513613,0.017207580047919842,0.00163363101720758,0.3467025998731769,0.022986683576410906,0.046924540266328474,0.5460683946852538,0.01796994118928338,0.0027227183620126333,0.3606531388712746,0.03329105897273304,0.049778059606848446
2016,204,196,0,8,143,77,32,34,0.022217381834023088,5408,0.5889784360705729,0.022520969780535447,5210,0.5986441456968862,0.0,165,0.44715447154471544,0.07272727272727272,33,0.3,0.022669625871908686,2942,0.46639188332276477,0.019168533731640527,2352,0.585511575802838,0.017797552836484983,242,0.13459399332591768,0.06896551724137931,348,0.7058823529411765,0.021346111958179047,0.0,0.0008712698758440427,0.012206721623335448,0.0050729232720355105,0.00538998097653773,0.5674145066434328,0.01796994118928338,0.003593988237856676,0.37285986049461,0.03836398224476855,0.055168040583386174
2017,400,312,63,25,375,40,315,20,0.04356349379220213,5808,0.632541929862775,0.035849706997587036,5522,0.6344938526944731,0.17073170731707318,228,0.6178861788617886,0.22727272727272727,58,0.5272727272727272,0.05944831959416614,3317,0.5258402029169309,0.009957679860592481,2392,0.5954692556634305,0.17519466073414905,557,0.3097886540600667,0.04056795131845842,368,0.7464503042596349,0.03397952515791766,0.006861250272271836,0.0027227183620126333,0.0063411540900443885,0.049936588459099554,0.0031705770450221942,0.6013940318013504,0.024831191461555217,0.00631670659986931,0.3792010145846544,0.0883005707038681,0.05833861762840837
2018,270,241,17,12,276,96,178,2,0.02940535830973644,6078,0.6619472881725115,0.027691600597495116,5763,0.6621854532919683,0.04607046070460705,245,0.6639566395663956,0.10909090909090909,70,0.6363636363636364,0.04375396322130628,3593,0.5695941661382372,0.02389843166542196,2488,0.6193676873288524,0.09899888765294772,735,0.40878754171301446,0.004056795131845842,370,0.7505070993914807,0.026247005009801785,0.0018514484861685907,0.001306904813766064,0.015218769816106531,0.028218135700697526,0.0003170577045022194,0.6276410368111522,0.026682639947723807,0.007623611413635374,0.3944197844007609,0.11651870640456563,0.05865567533291059
2019,314,303,0,11,295,129,87,79,0.03419734262687867,6392,0.6961446307993902,0.03481558083419511,6066,0.6970010341261634,0.0,245,0.6639566395663956,0.1,81,0.7363636363636363,0.04676601141407736,3888,0.6163601775523145,0.03211351755041075,2617,0.6514812048792631,0.04838709677419355,822,0.457174638487208,0.16024340770791076,449,0.9107505070993914,0.032999346547593116,0.0,0.0011979960792855588,0.02045022194039315,0.013792010145846544,0.012523779327837667,0.6606403833587454,0.026682639947723807,0.008821607492920932,0.41487000634115406,0.13031071655041218,0.07117945466074825
2020,529,433,87,9,487,133,342,12,0.057612720540187325,6921,0.7537573513395774,0.04975295874985637,6499,0.7467539928760197,0.23577235772357724,332,0.8997289972899729,0.08181818181818182,90,0.8181818181818182,0.07720355104629043,4375,0.6935637285986049,0.03310928553647,2750,0.6845904904157332,0.19021134593993325,1164,0.6473859844271412,0.02434077079107505,461,0.9350912778904665,0.04715748203005881,0.009475059899803965,0.000980178610324548,0.02108433734939759,0.05421686746987952,0.0019023462270133164,0.7077978653888042,0.03615769984752777,0.00980178610324548,0.4359543436905517,0.18452758402029168,0.07308180088776157
2021,763,742,10,11,611,390,214,7,0.08309736440862557,7684,0.836854715748203,0.08525795702631277,7241,0.8320119499023325,0.02710027100271003,342,0.926829268292683,0.1,101,0.9181818181818182,0.09686112872542803,4986,0.790424857324033,0.0970873786407767,3140,0.7816778690565098,0.11902113459399333,1378,0.7664071190211346,0.014198782961460446,468,0.949290060851927,0.08081028098453497,0.0010890873448050533,0.0011979960792855588,0.06182625237793278,0.03392517438173748,0.0011097019657577679,0.7886081463733391,0.03724678719233283,0.010999782182531039,0.49778059606848446,0.21845275840202916,0.07419150285351934
2022,592,584,6,2,523,345,176,2,0.06447397081245916,8276,0.9013286865606621,0.06710329771343215,7825,0.8991152476157647,0.016260162601626018,348,0.943089430894309,0.01818181818181818,103,0.9363636363636364,0.08291058972733037,5509,0.8733354470513633,0.08588498879761015,3485,0.86756285785412,0.09788654060066741,1554,0.864293659621802,0.004056795131845842,470,0.9533468559837728,0.06360270093661512,0.000653452406883032,0.00021781746896101068,0.05469245402663285,0.027901077996195307,0.0003170577045022194,0.8522108473099542,0.03790023959921586,0.01121759965149205,0.5524730500951173,0.24635383639822447,0.07450856055802156
2023,498,470,21,7,435,236,186,13,0.05423654977129166,8774,0.9555652363319538,0.05400436631046766,8295,0.9531196139262323,0.056910569105691054,369,1.0,0.06363636363636363,110,1.0,0.06896005072923272,5944,0.9422954977805961,0.05875031117749564,3721,0.9263131690316156,0.10344827586206896,1740,0.967741935483871,0.02636916835699797,483,0.9797160243407708,0.05118710520583751,0.002287083424090612,0.0007623611413635373,0.03741280913126189,0.029486366518706404,0.002060875079264426,0.9033979525157918,0.04018732302330647,0.011979960792855586,0.5898858592263792,0.2758402029169309,0.07656943563728598
2024,408,408,0,0,364,296,58,10,0.044434763668046176,9182,1.0,0.04688038607376767,8703,1.0,0.0,369,1.0,0.0,110,1.0,0.05770450221940393,6308,1.0,0.07368683096838437,4017,1.0,0.03225806451612903,1798,1.0,0.02028397565922921,493,1.0,0.044434763668046176,0.0,0.0,0.046924540266328474,0.009194673430564362,0.0015852885225110971,0.9478327161838379,0.04018732302330647,0.011979960792855586,0.6368103994927077,0.28503487634749525,0.07815472415979709
