year,num_class,ontouml_class,none_class,other_class,num_relation,ontouml_relation,none_relation,other_relation,ratio_class,cumulative_class,cumulative_ratio_class,ratio_ontouml_class,cumulative_ontouml_class,cumulative_ratio_ontouml_class,ratio_none_class,cumulative_none_class,cumulative_ratio_none_class,ratio_other_class,cumulative_other_class,cumulative_ratio_other_class,ratio_relation,cumulative_relation,cumulative_ratio_relation,ratio_ontouml_relation,cumulative_ontouml_relation,cumulative_ratio_ontouml_relation,ratio_none_relation,cumulative_none_relation,cumulative_ratio_none_relation,ratio_other_relation,cumulative_other_relation,cumulative_ratio_other_relation,ratio_ontouml_to_total_class,ratio_none_to_total_class,ratio_other_to_total_class,ratio_ontouml_to_total_relation,ratio_none_to_total_relation,ratio_other_to_total_relation,cumulative_ratio_ontouml_to_total_class,cumulative_ratio_none_to_total_class,cumulative_ratio_other_to_total_class,cumulative_ratio_ontouml_to_total_relation,cumulative_ratio_none_to_total_relation,cumulative_ratio_other_to_total_relation
2005,43,43,0,0,25,16,4,5,0.011082474226804124,43,0.011082474226804124,0.011723009814612868,43,0.011723009814612868,0.0,0,0.0,0.0,0,0.0,0.007215007215007215,25,0.007215007215007215,0.009264620729588882,16,0.009264620729588882,0.0026109660574412533,4,0.0026109660574412533,0.024271844660194174,5,0.024271844660194174,0.011082474226804124,0.0,0.0,0.004617604617604618,0.0011544011544011544,0.001443001443001443,0.011082474226804124,0.0,0.0,0.004617604617604618,0.0011544011544011544,0.001443001443001443
2007,20,16,0,4,20,0,20,0,0.005154639175257732,63,0.016237113402061857,0.004362050163576881,59,0.01608505997818975,0.0,0,0.0,0.042105263157894736,4,0.042105263157894736,0.005772005772005772,45,0.012987012987012988,0.0,16,0.009264620729588882,0.013054830287206266,24,0.015665796344647518,0.0,5,0.024271844660194174,0.004123711340206186,0.0,0.0010309278350515464,0.0,0.005772005772005772,0.0,0.015206185567010309,0.0,0.0010309278350515464,0.004617604617604618,0.006926406926406926,0.001443001443001443
2011,15,15,0,0,7,2,0,5,0.003865979381443299,78,0.020103092783505156,0.004089422028353326,74,0.020174482006543076,0.0,0,0.0,0.0,4,0.042105263157894736,0.00202020202020202,52,0.015007215007215007,0.0011580775911986102,18,0.010422698320787493,0.0,24,0.015665796344647518,0.024271844660194174,10,0.04854368932038835,0.003865979381443299,0.0,0.0,0.0005772005772005772,0.0,0.001443001443001443,0.01907216494845361,0.0,0.0010309278350515464,0.005194805194805195,0.006926406926406926,0.002886002886002886
2012,116,116,0,0,60,27,28,5,0.029896907216494847,194,0.05,0.03162486368593239,190,0.05179934569247546,0.0,0,0.0,0.0,4,0.042105263157894736,0.017316017316017316,112,0.03232323232323232,0.01563404748118124,45,0.02605674580196873,0.018276762402088774,52,0.033942558746736295,0.024271844660194174,15,0.07281553398058252,0.029896907216494847,0.0,0.0,0.007792207792207792,0.00808080808080808,0.001443001443001443,0.04896907216494845,0.0,0.0010309278350515464,0.012987012987012988,0.015007215007215007,0.004329004329004329
2013,55,55,0,0,33,30,0,3,0.014175257731958763,249,0.06417525773195876,0.014994547437295528,245,0.06679389312977099,0.0,0,0.0,0.0,4,0.042105263157894736,0.009523809523809525,145,0.04184704184704185,0.017371163867979156,75,0.04342790966994789,0.0,52,0.033942558746736295,0.014563106796116505,18,0.08737864077669903,0.014175257731958763,0.0,0.0,0.008658008658008658,0.0,0.0008658008658008658,0.06314432989690721,0.0,0.0010309278350515464,0.021645021645021644,0.015007215007215007,0.005194805194805195
2014,30,17,7,6,26,13,13,0,0.007731958762886598,279,0.07190721649484536,0.004634678298800436,262,0.07142857142857142,0.05982905982905983,7,0.05982905982905983,0.06315789473684211,10,0.10526315789473684,0.007503607503607504,171,0.04935064935064935,0.007527504342790967,88,0.050955414012738856,0.008485639686684074,65,0.04242819843342036,0.0,18,0.08737864077669903,0.004381443298969072,0.0018041237113402063,0.0015463917525773195,0.003751803751803752,0.003751803751803752,0.0,0.06752577319587628,0.0018041237113402063,0.002577319587628866,0.025396825396825397,0.01875901875901876,0.005194805194805195
2015,104,104,0,0,66,37,20,9,0.026804123711340205,383,0.09871134020618556,0.028353326063249727,366,0.09978189749182116,0.0,7,0.05982905982905983,0.0,10,0.10526315789473684,0.01904761904761905,237,0.0683982683982684,0.021424435437174292,125,0.07237984944991314,0.013054830287206266,85,0.05548302872062663,0.043689320388349516,27,0.13106796116504854,0.026804123711340205,0.0,0.0,0.010678210678210679,0.005772005772005772,0.0025974025974025974,0.09432989690721649,0.0018041237113402063,0.002577319587628866,0.03607503607503607,0.024531024531024532,0.007792207792207792
2016,57,49,0,8,100,39,27,34,0.014690721649484536,440,0.1134020618556701,0.013358778625954198,415,0.11314067611777535,0.0,7,0.05982905982905983,0.08421052631578947,18,0.18947368421052632,0.02886002886002886,337,0.09725829725829725,0.0225825130283729,164,0.09496236247828604,0.01762402088772846,112,0.0731070496083551,0.1650485436893204,61,0.2961165048543689,0.012628865979381444,0.0,0.002061855670103093,0.011255411255411256,0.007792207792207792,0.009812409812409812,0.10695876288659793,0.0018041237113402063,0.004639175257731959,0.047330447330447334,0.03232323232323232,0.017604617604617605
2017,291,237,29,25,286,38,228,20,0.075,731,0.1884020618556701,0.06461286804798255,652,0.1777535441657579,0.24786324786324787,36,0.3076923076923077,0.2631578947368421,43,0.45263157894736844,0.08253968253968254,623,0.1797979797979798,0.022003474232773594,202,0.11696583671105965,0.14882506527415143,340,0.22193211488250653,0.0970873786407767,81,0.3932038834951456,0.06108247422680412,0.007474226804123712,0.006443298969072165,0.010966810966810967,0.0658008658008658,0.005772005772005772,0.16804123711340208,0.009278350515463918,0.011082474226804124,0.0582972582972583,0.09812409812409813,0.023376623376623377
2018,270,241,17,12,276,96,178,2,0.06958762886597938,1001,0.2579896907216495,0.06570338058887677,893,0.24345692475463468,0.1452991452991453,53,0.452991452991453,0.12631578947368421,55,0.5789473684210527,0.07965367965367966,899,0.25945165945165943,0.055587724377533294,298,0.17255356108859293,0.11618798955613577,518,0.3381201044386423,0.009708737864077669,83,0.4029126213592233,0.06211340206185567,0.004381443298969072,0.003092783505154639,0.027705627705627706,0.05137085137085137,0.0005772005772005772,0.23015463917525772,0.01365979381443299,0.014175257731958763,0.086002886002886,0.1494949494949495,0.023953823953823953
