year,num_models,ratio
2019,7,0.07368421052631578
2020,17,0.17894736842105263
2021,17,0.17894736842105263
2022,17,0.17894736842105263
2023,17,0.17894736842105263
2024,15,0.15789473684210525
2025,5,0.05263157894736842
