Stereotype,DistanceFromOrigin,Rank
mediation,1326.0000120240404,1
componentOf,318.00003765919143,2
material,298.0000608744554,3
characterization,158.00005426747828,4
memberOf,130.00005450897166,5
derivation,113.00005079464273,6
subCollectionOf,19.000059672898296,7
comparative,15.000004724111124,8
externalDependence,8.000035430760544,9
participation,4.000017715380272,10
subQuantityOf,3.0000944807495706,11
bringsAbout,0.0,12
historicalDependence,0.0,12
manifestation,0.0,12
instantiation,0.0,12
creation,0.0,12
participational,0.0,12
termination,0.0,12
triggers,0.0,12
