stereotype,total_correlation,rank
category,1.235840968483418,7
collective,0.8849547150650618,10
datatype,1.2317250445792345,8
kind,1.3441729971498444,6
mode,1.7634802451337022,2
phase,1.531468955564593,4
relator,1.6673236931631576,3
role,1.8302302751001989,1
roleMixin,1.061822466370502,9
subkind,1.432620131664605,5
