Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.45436638214051217,2,0.31800766283524906
20.0,4,0.7820091923834537,4,0.6015325670498084
30.0,6,0.886408404464872,6,0.7816091954022989
40.0,9,0.963887065003283,9,0.9272030651340997
50.0,11,0.989494418910046,11,0.9693486590038314
60.0,13,0.9960604070912672,13,0.9885057471264368
70.0,16,1.0,16,1.0
80.0,18,1.0,18,1.0
90.0,20,1.0,20,1.0
100.0,23,1.0,23,1.0
