year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.0,0.16279069767441862,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0,0.0,0.20930232558139536,0.046511627906976744,0.09302325581395349,0.09302325581395349,0.0,0.0,0.023255813953488372,0.06976744186046512,0.16279069767441862,0.0,0.0,0.06976744186046512,0.0,0.0,0.0
2007,0.0,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.25
2011,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2012,0.0,0.09482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.3275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.07758620689655173,0.0,0.0,0.3620689655172414,0.0,0.0,0.0
2013,0.0,0.0,0.16363636363636364,0.05454545454545454,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.05454545454545454,0.0,0.0,0.4909090909090909,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.23333333333333334,0.2
2015,0.0,0.04101522842639594,0.010355329949238578,0.0006091370558375635,0.0046700507614213195,0.0038578680203045683,0.0,0.0,0.11126903553299493,0.01116751269035533,0.048121827411167516,0.024568527918781728,0.0,0.0004060913705583756,0.005279187817258883,0.1715736040609137,0.2732994923857868,0.0,0.001218274111675127,0.17725888324873096,0.02152284263959391,0.03208121827411167,0.06172588832487309
2016,0.0,0.20098039215686275,0.0196078431372549,0.004901960784313725,0.0,0.03431372549019608,0.0,0.0,0.04411764705882353,0.04411764705882353,0.10784313725490197,0.0,0.0,0.03431372549019608,0.014705882352941176,0.09313725490196079,0.06862745098039216,0.0,0.004901960784313725,0.20098039215686275,0.04411764705882353,0.0,0.08333333333333333
2017,0.0,0.0425,0.0,0.0,0.0,0.25,0.0,0.0,0.1075,0.0025,0.035,0.0175,0.0,0.0,0.0075,0.0375,0.13,0.0,0.01,0.0575,0.0525,0.1575,0.0925
2018,0.0,0.1,0.018518518518518517,0.0,0.007407407407407408,0.0962962962962963,0.0,0.0,0.1259259259259259,0.003703703703703704,0.06666666666666667,0.007407407407407408,0.0,0.014814814814814815,0.0,0.1111111111111111,0.03333333333333333,0.0,0.022222222222222223,0.15925925925925927,0.011111111111111112,0.06296296296296296,0.15925925925925927
2019,0.0,0.07006369426751592,0.028662420382165606,0.01910828025477707,0.0,0.04777070063694268,0.0,0.0,0.1464968152866242,0.0031847133757961785,0.041401273885350316,0.041401273885350316,0.0,0.044585987261146494,0.0031847133757961785,0.11146496815286625,0.09872611464968153,0.0,0.025477707006369428,0.19745222929936307,0.01910828025477707,0.0,0.10191082802547771
2020,0.0,0.043785310734463276,0.00423728813559322,0.011299435028248588,0.0,0.01977401129943503,0.0,0.0,0.3177966101694915,0.00423728813559322,0.02401129943502825,0.03248587570621469,0.0,0.02824858757062147,0.00423728813559322,0.046610169491525424,0.08333333333333333,0.0,0.022598870056497175,0.12429378531073447,0.005649717514124294,0.1228813559322034,0.10451977401129943
2021,0.0010582010582010583,0.06349206349206349,0.007407407407407408,0.014814814814814815,0.0021164021164021165,0.07513227513227513,0.0,0.0,0.20105820105820105,0.0021164021164021165,0.07301587301587302,0.0328042328042328,0.0,0.03492063492063492,0.0031746031746031746,0.0455026455026455,0.08783068783068783,0.0,0.013756613756613757,0.2783068783068783,0.012698412698412698,0.010582010582010581,0.04021164021164021
2022,0.0,0.08130081300813008,0.022357723577235773,0.029471544715447155,0.016260162601626018,0.13414634146341464,0.0,0.0,0.11483739837398374,0.0010162601626016261,0.022357723577235773,0.054878048780487805,0.0,0.016260162601626018,0.0040650406504065045,0.07113821138211382,0.08739837398373984,0.0,0.008130081300813009,0.18089430894308944,0.037601626016260166,0.008130081300813009,0.10975609756097561
2023,0.0,0.05323505323505324,0.013923013923013924,0.013923013923013924,0.01638001638001638,0.03276003276003276,0.0,0.0,0.1891891891891892,0.004914004914004914,0.09582309582309582,0.03931203931203931,0.0,0.08845208845208845,0.0,0.04832104832104832,0.09828009828009827,0.0,0.010647010647010647,0.23669123669123668,0.009009009009009009,0.02457002457002457,0.02457002457002457
2024,0.0,0.02727272727272727,0.01090909090909091,0.00909090909090909,0.02,0.12,0.0,0.0,0.14,0.005454545454545455,0.02,0.06,0.0,0.08545454545454545,0.0,0.13272727272727272,0.07090909090909091,0.0,0.007272727272727273,0.1709090909090909,0.01818181818181818,0.0,0.10181818181818182
