stereotype,total_correlation,rank
category,2.3850513732260143,4
collective,2.155399352514762,10
event,2.067352412564692,11
kind,2.766779673702777,2
mode,2.8612649147855325,1
phase,2.1924352366633997,9
quality,2.064057710333431,12
relator,2.2122274638585813,7
role,2.2701166642157897,5
roleMixin,2.229196395608868,6
subkind,2.4750430851319747,3
type,2.19255217710584,8
none,1.5241640337017797,13
other,1.1925332399007529,14
