Stereotype,DistanceFromOrigin,Rank
subkind,10.94613376500205,1
kind,9.913705681639339,2
role,4.446609439841559,3
event,3.761364425192157,4
relator,3.718892447806737,5
category,3.2297545244003207,6
mode,2.881248039534267,7
roleMixin,2.8810497428476016,8
quality,2.6311771881721793,9
phase,2.141867367858826,10
datatype,0.8483483038817631,11
type,0.8374855164459385,12
situation,0.7395632286366098,13
collective,0.7292879041145084,14
enumeration,0.4348462688239806,15
historicalRole,0.2500708516380953,16
phaseMixin,0.21771702405199778,17
mixin,0.18595332816098845,18
quantity,0.12001811594202892,19
historicalRoleMixin,0.0979278976398642,20
abstract,0.010970955995389118,21
