Stereotype,DistanceFromOrigin,Rank
subkind,0.23787659872166422,1
kind,0.2255975625037296,2
relator,0.12834960295336553,3
role,0.12691559845260672,4
category,0.11683805631691913,5
event,0.09569794966505787,6
mode,0.0887370239911258,7
roleMixin,0.08204641898936546,8
quality,0.08102665673416518,9
phase,0.06460351922236818,10
collective,0.04124043823178014,11
datatype,0.03408829636791079,12
type,0.033984912120867405,13
situation,0.029153386331570982,14
mixin,0.021145913981139172,15
phaseMixin,0.012644570208586812,16
enumeration,0.011314056962216762,17
quantity,0.010677119877057809,18
historicalRole,0.0077103708842515325,19
historicalRoleMixin,0.004858766447187451,20
abstract,0.0015032737398819281,21
