year,category,period,predicted,slope,intercept
2015,none (occurrence),2015-2018,1.3348164627368533,7.508342602892101,-15127.975528364848
2016,none (occurrence),2015-2018,8.843159065627333,7.508342602892101,-15127.975528364848
2017,none (occurrence),2015-2018,16.35150166851963,7.508342602892101,-15127.975528364848
2018,none (occurrence),2015-2018,23.85984427141193,7.508342602892101,-15127.975528364848
2015,none (model-wise),2015-2018,1.6666666666669698,2.129629629629629,-4289.537037037036
2016,none (model-wise),2015-2018,3.796296296296532,2.129629629629629,-4289.537037037036
2017,none (model-wise),2015-2018,5.925925925926094,2.129629629629629,-4289.537037037036
2018,none (model-wise),2015-2018,8.055555555555657,2.129629629629629,-4289.537037037036
2015,other (occurrence),2015-2018,2.3915461624026193,-0.38932146829810893,786.8743047830922
2016,other (occurrence),2015-2018,2.002224694104598,-0.38932146829810893,786.8743047830922
2017,other (occurrence),2015-2018,1.6129032258064626,-0.38932146829810893,786.8743047830922
2018,other (occurrence),2015-2018,1.2235817575083274,-0.38932146829810893,786.8743047830922
2015,other (model-wise),2015-2018,1.2037037037036953,0.27777777777777773,-558.5185185185185
2016,other (model-wise),2015-2018,1.48148148148141,0.27777777777777773,-558.5185185185185
2017,other (model-wise),2015-2018,1.7592592592592382,0.27777777777777773,-558.5185185185185
2018,other (model-wise),2015-2018,2.037037037036953,0.27777777777777773,-558.5185185185185
