Percentage,Top k Stereotypes,Coverage
10.0,2,0.549845348560552
20.0,4,0.7223411848679515
30.0,6,0.8270283131096836
40.0,8,0.8910302165120152
50.0,10,0.9248156078991197
60.0,12,0.9555079704972639
70.0,14,0.9740661432310255
80.0,16,0.9864382583868665
90.0,18,0.9942897930049964
100.0,21,1.0
