stereotype,total_correlation,rank
characterization,1.7276141783579266,3
componentOf,1.0662259863227361,8
derivation,2.0525059942095267,1
material,1.273449124569018,6
mediation,1.7270293482628558,4
memberOf,1.4734001289802103,5
none,1.2136248900536524,7
other,1.8028029468156053,2
