year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2005,0.0,0.0010121457489878543,0.0,0.004048582995951417,0.0,0.0020242914979757085,0.0,0.0,0.0,0.0,0.0020242914979757085,0.006072874493927126,0.0010121457489878543,0.0,0.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.005060728744939271
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020242914979757085,0.0
2011,0.0,0.0,0.0,0.0020242914979757085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005060728744939271
2012,0.0,0.0,0.0,0.0,0.0,0.0020242914979757085,0.0,0.0,0.0,0.0,0.008097165991902834,0.01720647773279352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02834008097165992,0.005060728744939271
2013,0.0,0.0,0.0,0.011133603238866396,0.0,0.0020242914979757085,0.0,0.0,0.0,0.0,0.0020242914979757085,0.004048582995951417,0.004048582995951417,0.0,0.0,0.00708502024291498,0.0,0.0,0.0,0.0,0.003036437246963563
2014,0.0,0.0,0.0,0.003036437246963563,0.0,0.005060728744939271,0.0,0.0,0.0,0.0,0.005060728744939271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0
2015,0.0,0.010121457489878543,0.0,0.009109311740890687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018218623481781375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020242914979757085,0.009109311740890687
2016,0.0,0.01417004048582996,0.0,0.0,0.0,0.0,0.006072874493927126,0.0,0.0,0.0,0.0,0.01417004048582996,0.0010121457489878543,0.004048582995951417,0.0,0.0,0.0,0.0,0.0,0.027327935222672066,0.03441295546558704
2017,0.0,0.003036437246963563,0.0,0.0020242914979757085,0.0,0.004048582995951417,0.0,0.0,0.0,0.0,0.020242914979757085,0.011133603238866396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3188259109311741,0.020242914979757085
2018,0.003036437246963563,0.018218623481781375,0.0,0.010121457489878543,0.0,0.006072874493927126,0.0020242914979757085,0.005060728744939271,0.0020242914979757085,0.003036437246963563,0.01417004048582996,0.016194331983805668,0.004048582995951417,0.011133603238866396,0.0,0.0,0.0,0.0,0.0020242914979757085,0.18016194331983806,0.0020242914979757085
