Stereotype,characterization,componentOf,derivation,material,mediation,memberOf,none,other
characterization,1.0,0.1562855350439348,0.11829590918159903,-0.16144527649729487,0.6126347538155213,0.13299286416017142,-0.23115229266026502,0.40903169547695273
componentOf,0.1562855350439348,1.0,0.2357045734090718,0.12379035096192466,0.05021492531380956,0.2614327954445941,-0.2726808948432028,-0.08090950814408547
derivation,0.11829590918159903,0.2357045734090718,1.0,0.6465571269381242,0.3753676635314237,0.1409284285245118,-0.1502324393669527,0.4472667813948359
material,-0.16144527649729487,0.12379035096192466,0.6465571269381242,1.0,0.12541825737393433,-0.1067412967833471,0.2995034563398667,0.18502925593341435
mediation,0.6126347538155213,0.05021492531380956,0.3753676635314237,0.12541825737393433,1.0,0.1266895849114943,-0.4100540377834457,0.3941088276124253
memberOf,0.13299286416017142,0.2614327954445941,0.1409284285245118,-0.1067412967833471,0.1266895849114943,1.0,-0.4226224619463263,0.16567950979791118
none,-0.23115229266026502,-0.2726808948432028,-0.1502324393669527,0.2995034563398667,-0.4100540377834457,-0.4226224619463263,1.0,-0.3076083287150138
other,0.40903169547695273,-0.08090950814408547,0.4472667813948359,0.18502925593341435,0.3941088276124253,0.16567950979791118,-0.3076083287150138,1.0
