stereotype,total_correlation,rank
characterization,1.9927994200476413,3
componentOf,1.1975091583132997,8
derivation,2.141016236432371,1
material,1.5331561968587892,6
mediation,2.0364234281342752,2
memberOf,1.4997590071772058,7
none,1.666727410940642,5
other,1.9670557960157082,4
