Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.003036437246963563,0.030303030303030304,0.03045477953788404,13,Q3
characterization,0.0465587044534413,0.30303030303030304,0.3065861665421651,5,Q1
comparative,0.0,0.0,0.0,19,Q3
componentOf,0.04149797570850203,0.30303030303030304,0.30585854008436764,6,Q1
creation,0.0,0.0,0.0,19,Q3
derivation,0.02125506072874494,0.18181818181818182,0.18305635429083597,7,Q1
externalDependence,0.008097165991902834,0.06060606060606061,0.06114457195275734,10,Q1
historicalDependence,0.005060728744939271,0.030303030303030304,0.030722705300416295,12,Q3
instantiation,0.0020242914979757085,0.030303030303030304,0.030370568016010988,15,Q3
manifestation,0.003036437246963563,0.030303030303030304,0.03045477953788404,13,Q3
material,0.05161943319838057,0.3939393939393939,0.39730694932389377,3,Q1
mediation,0.08704453441295547,0.45454545454545453,0.4628048413954872,2,Q1
memberOf,0.010121457489878543,0.18181818181818182,0.18209968462737336,8,Q1
participation,0.015182186234817813,0.06060606060606061,0.062478743273646144,9,Q1
participational,0.0,0.0,0.0,19,Q3
subCollectionOf,0.00708502024291498,0.06060606060606061,0.06101878476361199,11,Q1
subQuantityOf,0.0,0.0,0.0,19,Q3
termination,0.0,0.0,0.0,19,Q3
triggers,0.0020242914979757085,0.030303030303030304,0.030370568016010988,15,Q3
none,0.6123481781376519,0.8484848484848485,1.0463731788309836,1,Q1
other,0.0840080971659919,0.3333333333333333,0.34375641303190524,4,Q1
