Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
bringsAbout,1.0,0.36884206708367184,,-0.12296534491927782,,-0.08885233166386386,0.6708756025330433,1.0,1.0,1.0,-0.14864150916084656,0.22399551435409742,-0.08887119427561735,0.7187952884282608,,-0.04791968589521738,,,1.0,-0.04092810477185748,-0.13139645382185353
characterization,0.36884206708367184,1.0,,0.13386978928938725,,0.09514590293062317,0.47550902785999805,0.36884206708367184,0.36884206708367184,0.36884206708367184,-0.20215957533270043,0.6470930825654735,0.11137958559416129,0.47892995611798367,,-0.17674795999592255,,,0.36884206708367184,-0.3168944000932018,0.39354343181712054
comparative,,,,,,,,,,,,,,,,,,,,,
componentOf,-0.12296534491927782,0.13386978928938725,,1.0,,0.2223920339311373,-0.17677382113586576,-0.12296534491927782,-0.12296534491927782,-0.12296534491927782,0.09279475332744942,0.06397243126356225,0.2502882164779839,-0.17677382113586576,,0.18817858378979258,,,-0.12296534491927782,-0.3365440952354693,-0.11456930915447144
creation,,,,,,,,,,,,,,,,,,,,,
derivation,-0.08885233166386386,0.09514590293062317,,0.2223920339311373,,1.0,-0.127733274731701,-0.08885233166386386,-0.08885233166386386,-0.08885233166386386,0.6429880358425925,0.39548240707375976,0.12566334394761755,-0.127733274731701,,0.16069670046891418,,,-0.08885233166386386,-0.1853471262099571,0.4317309475742642
externalDependence,0.6708756025330433,0.47550902785999805,,-0.17677382113586576,,-0.127733274731701,1.0,0.6708756025330433,0.6708756025330433,0.6708756025330433,-0.21368563289936537,0.32201384069358013,0.17996356214241152,0.9977777777777778,,-0.06888888888888889,,,0.6708756025330433,-0.2258614539382462,0.1744918056061519
historicalDependence,1.0,0.36884206708367184,,-0.12296534491927782,,-0.08885233166386386,0.6708756025330433,1.0,1.0,1.0,-0.14864150916084656,0.22399551435409742,-0.08887119427561735,0.7187952884282608,,-0.04791968589521738,,,1.0,-0.04092810477185748,-0.13139645382185353
instantiation,1.0,0.36884206708367184,,-0.12296534491927782,,-0.08885233166386386,0.6708756025330433,1.0,1.0,1.0,-0.14864150916084656,0.22399551435409742,-0.08887119427561735,0.7187952884282608,,-0.04791968589521738,,,1.0,-0.04092810477185748,-0.13139645382185353
manifestation,1.0,0.36884206708367184,,-0.12296534491927782,,-0.08885233166386386,0.6708756025330433,1.0,1.0,1.0,-0.14864150916084656,0.22399551435409742,-0.08887119427561735,0.7187952884282608,,-0.04791968589521738,,,1.0,-0.04092810477185748,-0.13139645382185353
material,-0.14864150916084656,-0.20215957533270043,,0.09279475332744942,,0.6429880358425925,-0.21368563289936537,-0.14864150916084656,-0.14864150916084656,-0.14864150916084656,1.0,0.14251595283007845,-0.13636075807024053,-0.21368563289936537,,-0.0068930849322375925,,,-0.14864150916084656,0.2849713326994141,0.1530579292433278
mediation,0.22399551435409742,0.6470930825654735,,0.06397243126356225,,0.39548240707375976,0.32201384069358013,0.22399551435409742,0.22399551435409742,0.22399551435409742,0.14251595283007845,1.0,0.1401499335980245,0.32201384069358013,,0.0005193771624090002,,,0.22399551435409742,-0.4355032808759146,0.4214158236959592
memberOf,-0.08887119427561735,0.11137958559416129,,0.2502882164779839,,0.12566334394761755,0.17996356214241152,-0.08887119427561735,-0.08887119427561735,-0.08887119427561735,-0.13636075807024053,0.1401499335980245,1.0,0.1607308150432225,,0.5749217615007574,,,-0.08887119427561735,-0.4663995149447567,0.14742238659885307
participation,0.7187952884282608,0.47892995611798367,,-0.17677382113586576,,-0.127733274731701,0.9977777777777778,0.7187952884282608,0.7187952884282608,0.7187952884282608,-0.21368563289936537,0.32201384069358013,0.1607308150432225,1.0,,-0.06888888888888889,,,0.7187952884282608,-0.21542247917639448,0.1517801737653512
participational,,,,,,,,,,,,,,,,,,,,,
subCollectionOf,-0.04791968589521738,-0.17674795999592255,,0.18817858378979258,,0.16069670046891418,-0.06888888888888889,-0.04791968589521738,-0.04791968589521738,-0.04791968589521738,-0.0068930849322375925,0.0005193771624090002,0.5749217615007574,-0.06888888888888889,,1.0,,,-0.04791968589521738,-0.38244607536602193,0.03545230336124991
subQuantityOf,,,,,,,,,,,,,,,,,,,,,
termination,,,,,,,,,,,,,,,,,,,,,
triggers,1.0,0.36884206708367184,,-0.12296534491927782,,-0.08885233166386386,0.6708756025330433,1.0,1.0,1.0,-0.14864150916084656,0.22399551435409742,-0.08887119427561735,0.7187952884282608,,-0.04791968589521738,,,1.0,-0.04092810477185748,-0.13139645382185353
none,-0.04092810477185748,-0.3168944000932018,,-0.3365440952354693,,-0.1853471262099571,-0.2258614539382462,-0.04092810477185748,-0.04092810477185748,-0.04092810477185748,0.2849713326994141,-0.4355032808759146,-0.4663995149447567,-0.21542247917639448,,-0.38244607536602193,,,-0.04092810477185748,1.0,-0.365367633052034
other,-0.13139645382185353,0.39354343181712054,,-0.11456930915447144,,0.4317309475742642,0.1744918056061519,-0.13139645382185353,-0.13139645382185353,-0.13139645382185353,0.1530579292433278,0.4214158236959592,0.14742238659885307,0.1517801737653512,,0.03545230336124991,,,-0.13139645382185353,-0.365367633052034,1.0
