stereotype1,stereotype2,geometric_mean_correlation
characterization,componentOf,0.14745872114220737
characterization,derivation,0.15459891943299645
characterization,material,0.14306000058376753
characterization,mediation,0.6011551643241131
characterization,memberOf,0.16392143996353556
characterization,none,0.1479822394839639
characterization,other,0.39060159894959273
componentOf,derivation,0.21822554938894792
componentOf,material,0.1331073763654333
componentOf,mediation,0.05497802570819159
componentOf,memberOf,0.22982730488308226
componentOf,none,0.2728735414510121
componentOf,other,0.06142007219823114
derivation,material,0.6148539735152267
derivation,mediation,0.3668929490608329
derivation,memberOf,0.16154831207465106
derivation,none,0.0547055922768225
derivation,other,0.4728989222840521
material,mediation,0.13054112569773954
material,memberOf,0.07900139675350311
material,none,0.039621012848417146
material,other,0.20142082360248517
mediation,memberOf,0.15950540609672684
mediation,none,0.22498482027988978
mediation,other,0.31899602149413014
memberOf,none,0.4400378870375531
memberOf,other,0.1661723552008131
none,other,0.27116868364533653
