Stereotype,characterization,componentOf,derivation,material,mediation,memberOf,none,other
characterization,1.0,0.14745872114220737,0.15459891943299645,0.14306000058376753,0.6011551643241131,0.16392143996353556,0.1479822394839639,0.39060159894959273
componentOf,0.14745872114220737,1.0,0.21822554938894792,0.1331073763654333,0.05497802570819159,0.22982730488308226,0.2728735414510121,0.06142007219823114
derivation,0.15459891943299645,0.21822554938894792,1.0,0.6148539735152267,0.3668929490608329,0.16154831207465106,0.0547055922768225,0.4728989222840521
material,0.14306000058376753,0.1331073763654333,0.6148539735152267,1.0,0.13054112569773954,0.07900139675350311,0.039621012848417146,0.20142082360248517
mediation,0.6011551643241131,0.05497802570819159,0.3668929490608329,0.13054112569773954,1.0,0.15950540609672684,0.22498482027988978,0.31899602149413014
memberOf,0.16392143996353556,0.22982730488308226,0.16154831207465106,0.07900139675350311,0.15950540609672684,1.0,0.4400378870375531,0.1661723552008131
none,0.1479822394839639,0.2728735414510121,0.0547055922768225,0.039621012848417146,0.22498482027988978,0.4400378870375531,1.0,0.27116868364533653
other,0.39060159894959273,0.06142007219823114,0.4728989222840521,0.20142082360248517,0.31899602149413014,0.1661723552008131,0.27116868364533653,1.0
