Percentage,Top k Stereotypes,Coverage
10.0,2,0.21986970684039087
20.0,4,0.4153094462540717
30.0,6,0.5765472312703583
40.0,8,0.7019543973941368
50.0,10,0.8110749185667753
60.0,12,0.8811074918566775
70.0,14,0.9348534201954397
80.0,16,0.9690553745928339
90.0,18,0.9869706840390879
100.0,21,1.0
