year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.00000,0.00110,0.00110,0.00110,0.00000,0.00000,0.00000,0.00000,0.00110,0.00110,0.00110,0.00110,0.00000,0.00000,0.00110,0.00110,0.00110,0.00000,0.00000,0.00110,0.00000,0.00000,0.00000
2007,0.00000,0.00110,0.00000,0.00110,0.00000,0.00110,0.00000,0.00000,0.00110,0.00000,0.00110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00110,0.00000,0.00110,0.00000,0.00000,0.00110
2011,0.00000,0.00110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00110,0.00000,0.00000,0.00110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00110,0.00000,0.00000,0.00000
2012,0.00000,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00220,0.00000,0.00000,0.00220,0.00000,0.00000,0.00000
2013,0.00000,0.00000,0.00220,0.00110,0.00000,0.00000,0.00000,0.00000,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00110,0.00110,0.00000,0.00000,0.00110,0.00000,0.00000,0.00000
2014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00110,0.00110,0.00000,0.00000,0.00000,0.00000,0.00110,0.00110
2015,0.00000,0.00771,0.00441,0.00220,0.00330,0.00330,0.00000,0.00000,0.00881,0.00441,0.00551,0.00441,0.00000,0.00110,0.00220,0.00771,0.00771,0.00771,0.00220,0.00661,0.00330,0.00220,0.00220
2016,0.00000,0.00330,0.00220,0.00110,0.00000,0.00220,0.00000,0.00000,0.00110,0.00220,0.00220,0.00000,0.00000,0.00110,0.00110,0.00441,0.00220,0.00220,0.00110,0.00110,0.00110,0.00000,0.00110
2017,0.00000,0.00551,0.00000,0.00000,0.00000,0.00661,0.00000,0.00000,0.00771,0.00110,0.00330,0.00220,0.00000,0.00000,0.00110,0.00441,0.00881,0.00441,0.00110,0.00661,0.00220,0.00441,0.00220
2018,0.00000,0.00771,0.00330,0.00000,0.00110,0.00441,0.00000,0.00000,0.00551,0.00110,0.00551,0.00110,0.00000,0.00220,0.00000,0.00881,0.00441,0.00551,0.00220,0.00881,0.00220,0.00110,0.00330
2019,0.00000,0.00441,0.00330,0.00110,0.00000,0.00330,0.00110,0.00000,0.00771,0.00110,0.00220,0.00441,0.00000,0.00330,0.00110,0.00771,0.00441,0.00110,0.00110,0.00771,0.00110,0.00000,0.00110
2020,0.00000,0.00991,0.00220,0.00441,0.00000,0.00661,0.00110,0.00000,0.01652,0.00220,0.00441,0.00551,0.00220,0.00551,0.00220,0.00991,0.01322,0.00881,0.00330,0.00991,0.00220,0.00441,0.00330
2021,0.00110,0.01542,0.00330,0.00551,0.00110,0.00991,0.00000,0.00110,0.01542,0.00220,0.01432,0.00661,0.00110,0.01211,0.00220,0.01542,0.01101,0.00551,0.00441,0.01542,0.00441,0.00330,0.00330
2022,0.00000,0.01542,0.00661,0.00661,0.00220,0.00991,0.00110,0.00220,0.01432,0.00110,0.00881,0.00661,0.00330,0.00771,0.00220,0.01652,0.01211,0.01101,0.00220,0.01322,0.00881,0.00220,0.00110
2023,0.00000,0.01432,0.00661,0.00330,0.00110,0.00551,0.00000,0.00000,0.01872,0.00551,0.01322,0.00771,0.00220,0.00991,0.00000,0.01432,0.01652,0.01101,0.00330,0.01542,0.00220,0.00661,0.00110
2024,0.00000,0.00551,0.00330,0.00110,0.00000,0.00551,0.00110,0.00000,0.00661,0.00220,0.00220,0.00441,0.00000,0.00551,0.00000,0.00551,0.00661,0.00110,0.00220,0.00551,0.00110,0.00000,0.00000
