Percentage,Top k Stereotypes,Coverage
10.0,2,0.3613264829518916
20.0,4,0.6259691732835124
30.0,6,0.7341429238673517
40.0,9,0.8646426903316208
50.0,11,0.9191032227930873
60.0,13,0.951331153666511
70.0,16,0.9776739841195703
80.0,18,0.9909388136384867
90.0,20,0.9971975712283979
100.0,23,1.0
