Group,DistanceFromOrigin
sortal,8239.844962133693
non_sortal,1274.5454091557508
rigid,6409.10485169341
non_rigid,2890.9074699823927
abstracts,155.12897859523216
temporal,587.3959482325359
rigid_sortal,5827.154708775115
rigid_non_sortal,588.3196410115847
non_rigid_sortal,2201.84013951967
non_rigid_non_sortal,691.9660396291135
