Group,DistanceFromOrigin
sortal,8239.28136258866
non_sortal,1271.04340476395
rigid,6408.218833774503
non_rigid,2889.09865960901
abstracts,152.0051908136274
temporal,585.0199778024476
rigid_sortal,5826.198958422324
rigid_non_sortal,582.0198753521786
non_rigid_sortal,2200.0751301972386
non_rigid_non_sortal,689.0235294117715
