Group,x_value,y_value,quadrant
sortal,97.5206611570248,8239,Q1
non_sortal,78.51239669421489,1271,Q4
rigid,98.34710743801654,6408,Q1
non_rigid,86.77685950413223,2889,Q1
abstracts,25.6198347107438,152,Q3
temporal,43.80165289256198,585,Q3
rigid_sortal,95.86776859504133,5826,Q1
rigid_non_sortal,71.07438016528926,582,Q3
non_rigid_sortal,74.3801652892562,2200,Q2
non_rigid_non_sortal,52.89256198347108,689,Q3
