Group,DistanceFromOrigin
sortal,136.23645584360466
non_sortal,95.57895581107194
rigid,130.25214601780803
non_rigid,107.68038333224676
abstracts,31.025441725900947
temporal,53.22005663259136
rigid_sortal,125.59579261014873
rigid_non_sortal,86.13440256346769
non_rigid_sortal,91.81818181818181
non_rigid_non_sortal,64.25281381429483
