Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.0073821692220329355,0.10576923076923077,0.10602653724392551,15,Q3
characterization,0.0868824531516184,0.5288461538461539,0.5359354579644017,3,Q1
comparative,0.0036910846110164677,0.038461538461538464,0.03863824590265564,17,Q3
componentOf,0.044860874503123226,0.3076923076923077,0.31094542008880394,5,Q1
creation,0.009653605905735378,0.1346153846153846,0.13496108284291133,13,Q3
derivation,0.022146507666098807,0.28846153846153844,0.28931043357162595,6,Q1
externalDependence,0.02015900056785917,0.19230769230769232,0.1933614072781976,9,Q1
historicalDependence,0.009937535491198184,0.1346153846153846,0.13498168907961833,12,Q3
instantiation,0.01788756388415673,0.14423076923076922,0.14533574830236776,11,Q1
manifestation,0.009653605905735378,0.11538461538461539,0.11578774362789385,14,Q3
material,0.07779670641680864,0.3942307692307692,0.4018335811472047,4,Q1
mediation,0.1314593980692788,0.6153846153846154,0.6292692573078779,2,Q1
memberOf,0.01306076093128904,0.19230769230769232,0.19275069908255674,10,Q1
participation,0.032935831913685404,0.23076923076923078,0.23310771521695509,8,Q1
participational,0.0005678591709256105,0.019230769230769232,0.019239151468947505,20,Q3
subCollectionOf,0.0019875070982396364,0.019230769230769232,0.019333201226714978,18,Q3
subQuantityOf,0.0,0.0,0.0,21,Q3
termination,0.0008517887563884157,0.019230769230769232,0.019249624133800908,19,Q3
triggers,0.004258943781942078,0.08653846153846154,0.08664319896899889,16,Q3
none,0.4463373083475298,0.8557692307692307,0.9651725074587852,1,Q1
other,0.05848949460533787,0.2692307692307692,0.27551084929595704,7,Q1
