year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2005,0.0,0.00028392958546280523,0.0,0.001135718341851221,0.0,0.0005678591709256105,0.0,0.0,0.0,0.0,0.0005678591709256105,0.0017035775127768314,0.00028392958546280523,0.0,0.0,0.0,0.0,0.0,0.0,0.001135718341851221,0.0014196479273140261
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056785917092561046,0.0
2011,0.0,0.0,0.0,0.0005678591709256105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014196479273140261
2012,0.0,0.0,0.0,0.0,0.0,0.0005678591709256105,0.0,0.0,0.0,0.0,0.002271436683702442,0.004826802952867689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007950028392958546,0.0014196479273140261
2013,0.0,0.0,0.0,0.0031232254400908573,0.0,0.0005678591709256105,0.0,0.0,0.0,0.0,0.0005678591709256105,0.001135718341851221,0.001135718341851221,0.0,0.0,0.0019875070982396364,0.0,0.0,0.0,0.0,0.0008517887563884157
2014,0.0,0.0,0.0,0.0008517887563884157,0.0,0.0014196479273140261,0.0,0.0,0.0,0.0,0.0014196479273140261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036910846110164677,0.0
2015,0.0,0.0028392958546280523,0.0,0.002555366269165247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005110732538330494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056785917092561046,0.002555366269165247
2016,0.0,0.003975014196479273,0.0,0.0,0.0,0.0,0.0017035775127768314,0.0,0.0,0.0,0.0,0.003975014196479273,0.00028392958546280523,0.001135718341851221,0.0,0.0,0.0,0.0,0.0,0.007666098807495741,0.009653605905735378
2017,0.0,0.0008517887563884157,0.0,0.0005678591709256105,0.0,0.001135718341851221,0.0,0.0,0.0,0.0,0.005110732538330494,0.0031232254400908573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06473594548551959,0.0056785917092561046
2018,0.0008517887563884157,0.005110732538330494,0.0,0.0028392958546280523,0.0,0.0017035775127768314,0.0005678591709256105,0.0014196479273140261,0.0005678591709256105,0.0008517887563884157,0.003975014196479273,0.004542873367404884,0.001135718341851221,0.0031232254400908573,0.0,0.0,0.0,0.0,0.0005678591709256105,0.05053946621237933,0.0005678591709256105
2019,0.0,0.005394662123793299,0.0,0.0034071550255536627,0.0,0.0017035775127768314,0.0,0.0005678591709256105,0.0014196479273140261,0.00028392958546280523,0.0031232254400908573,0.016183986371379896,0.002271436683702442,0.002271436683702442,0.0,0.0,0.0,0.0,0.0,0.024701873935264053,0.022430437251561613
2020,0.0,0.009369676320272573,0.0,0.0034071550255536627,0.001135718341851221,0.002555366269165247,0.0028392958546280523,0.0,0.001135718341851221,0.0008517887563884157,0.0017035775127768314,0.011073253833049404,0.0,0.0031232254400908573,0.0,0.0,0.0,0.0,0.0005678591709256105,0.09710391822827939,0.0034071550255536627
2021,0.0017035775127768314,0.01788756388415673,0.00028392958546280523,0.013344690516751846,0.0019875070982396364,0.001135718341851221,0.004258943781942078,0.0028392958546280523,0.0034071550255536627,0.002555366269165247,0.030096536059057353,0.019307211811470756,0.0028392958546280523,0.007950028392958546,0.00028392958546280523,0.0,0.0,0.0,0.0008517887563884157,0.06076093128904032,0.0019875070982396364
2022,0.0019875070982396364,0.01306076093128904,0.0,0.0031232254400908573,0.003975014196479273,0.00653038046564452,0.004826802952867689,0.0034071550255536627,0.008801817149346962,0.0014196479273140261,0.011641113003975015,0.028392958546280524,0.0008517887563884157,0.008233957978421351,0.00028392958546280523,0.0,0.0,0.00028392958546280523,0.001135718341851221,0.04997160704145372,0.0005678591709256105
2023,0.0014196479273140261,0.010789324247586598,0.002271436683702442,0.0068143100511073255,0.002271436683702442,0.0028392958546280523,0.004542873367404884,0.0,0.0014196479273140261,0.0005678591709256105,0.007666098807495741,0.019307211811470756,0.003975014196479273,0.0019875070982396364,0.0,0.0,0.0,0.0005678591709256105,0.0005678591709256105,0.05281090289608177,0.0036910846110164677
2024,0.0014196479273140261,0.017319704713231118,0.001135718341851221,0.0031232254400908573,0.00028392958546280523,0.0014196479273140261,0.0014196479273140261,0.0017035775127768314,0.001135718341851221,0.0031232254400908573,0.009653605905735378,0.012776831345826235,0.00028392958546280523,0.005110732538330494,0.0,0.0,0.0,0.0,0.0005678591709256105,0.013912549687677456,0.0028392958546280523
