Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
abstract,0.0,0.9917355371900827,1.0
category,5.341971819721907,0.7181846582034024,0.04935581771589849
collective,3.8960747058263783,0.8821687953919359,0.15381083562901743
datatype,4.271825395561975,0.8749060856498873,0.06611570247933884
enumeration,2.54194659740075,0.9626131444313263,0.20836482741244644
event,5.007403941985895,0.7862398437772431,0.051496377005109575
historicalRole,1.2087030023114833,0.9845490477901545,0.5727788279773156
historicalRoleMixin,1.3921472193364495,0.9807162534435262,0.4074074074074074
kind,5.132521262825938,0.6895876106010235,0.0890738476168365
mixin,3.048799642657264,0.935064935064935,0.23356009070294784
mode,4.349931943732891,0.840844405887098,0.12113658177575638
phase,4.210859664762059,0.8573633376481131,0.1261794164610248
phaseMixin,2.7016094855174675,0.9553719008264463,0.19
quality,4.806842571155217,0.8184781535016957,0.051284900239678737
quantity,2.7273179784030344,0.9541697971450037,0.2458677685950413
relator,3.235885490114947,0.8483964821356379,0.37369880174326964
role,3.164533522812228,0.8609196174606374,0.34317991201592235
roleMixin,3.9422101689897655,0.8753443526170799,0.1653585551697531
situation,4.128925812461202,0.8825190919552255,0.06841852267264861
subkind,4.363326096511081,0.8092065216947255,0.16068084062446472
type,3.717397138671072,0.9146005509641874,0.1232780092133395
bringsAbout,3.472905578007716,0.9217630853994491,0.09555555555555556
characterization,5.241059050487564,0.7389733108208182,0.050866509936922696
comparative,2.0773568313167785,0.9725262452535179,0.2783053323593865
componentOf,3.9989899432923983,0.8775629584077035,0.1378157515950211
creation,3.7757691474210855,0.9104683195592287,0.09222222222222222
derivation,3.8635389407417753,0.8927884071097022,0.1331290006463585
externalDependence,4.114806141465289,0.8876247719222926,0.06965761511216056
historicalDependence,3.6488066663403877,0.9184823441021788,0.09607438016528924
instantiation,3.774818007300209,0.9110073062642232,0.08506616257088848
manifestation,3.198085442834249,0.9382596013612057,0.14186851211072665
material,4.317363731783133,0.8579387925659632,0.10112874843157817
mediation,3.524867677185251,0.855949614927292,0.29223545904475184
memberOf,2.8654206202479684,0.9294467288197695,0.33465990438981774
participation,4.020553199876675,0.892248638909561,0.10042451876642483
participational,1.5197284558087811,0.980068060281964,0.39792387543252594
subCollectionOf,2.2353350395796183,0.9690847872666054,0.25377229080932784
subQuantityOf,1.2916919913672793,0.9834710743801653,0.5408163265306122
termination,1.5219280905592771,0.9785123966942149,0.3600000000000001
triggers,3.202819516687833,0.9349173553719008,0.1171875
