Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,1,0.008264462809917356,0.0,0,0.09090909090909091,0.008264462809917356,11.0,120.99999999999999,0.0,0.0,0.0,0,1,1,1.0,0.0
category,582,4.809917355371901,2.0,0,10.769798860383277,115.98856749311295,6.099876781030716,47.709711761028096,0.0,5.0,5.0,0,98,98,1.0,97.0
collective,132,1.0909090909090908,0.0,0,4.597100535482483,21.133333333333336,9.123093522915072,92.11639723186455,0.0,1.0,1.0,0,48,48,1.0,47.0
datatype,88,0.7272727272727273,0.0,0,1.932183566158592,3.7333333333333343,3.784753044760029,17.056867503357275,0.0,0.0,0.0,0,13,13,1.0,12.0
enumeration,63,0.5206611570247934,0.0,0,2.5726094844007417,6.618319559228649,6.010476416959499,38.10469761003563,0.0,0.0,0.0,0,20,20,2.0,18.0
event,474,3.9173553719008263,0.0,0,8.996839053115178,80.9431129476584,5.729981724203562,44.980051422380136,0.0,4.0,4.0,0,81,81,1.0,80.0
historicalRole,23,0.19008264462809918,0.0,0,1.5775194113268298,2.4885674931129476,10.31259554199862,109.98088531455839,0.0,0.0,0.0,0,17,17,1.0,16.0
historicalRoleMixin,9,0.0743801652892562,0.0,0,0.5190582699498254,0.2694214876033058,7.376114620384364,54.33614742144363,0.0,0.0,0.0,0,4,4,1.0,3.0
kind,1586,13.107438016528926,6.0,0,41.156976252087276,1693.8966942148759,8.96437121910259,88.84770696537127,2.0,11.0,9.0,0,429,429,1.0,428.0
mixin,84,0.6942148760330579,0.0,0,3.6396954433180513,13.247382920110187,8.80804922419451,84.94993503843111,0.0,0.0,0.0,0,37,37,1.0,36.0
mode,543,4.487603305785124,0.0,0,16.65338589320469,277.335261707989,8.68262424100001,84.96649693469531,0.0,3.0,3.0,0,171,171,1.0,170.0
phase,332,2.743801652892562,0.0,0,10.407152128560304,108.30881542699726,9.092830727229257,92.22701615235398,0.0,2.0,2.0,0,109,109,1.0,108.0
phaseMixin,20,0.1652892561983471,0.0,0,0.7783219924728724,0.6057851239669421,6.602775489631771,51.66504653257497,0.0,0.0,0.0,0,7,7,1.0,6.0
quality,251,2.074380165289256,0.0,0,4.752482314987607,22.586088154269966,3.6615534991420313,14.76511151773152,0.0,2.0,2.0,0,27,27,1.0,26.0
quantity,44,0.36363636363636365,0.0,0,1.9578900207451222,3.8333333333333353,8.817866891702714,86.2610399425541,0.0,0.0,0.0,0,20,20,1.0,19.0
relator,1247,10.305785123966942,2.0,0,68.81458699229482,4735.4473829201115,10.86837537369617,119.02237399416214,1.0,5.0,4.0,0,758,758,1.0,757.0
role,1845,15.24793388429752,3.0,0,97.47053238387278,9500.504683195591,10.291850550063252,109.28519184643203,0.0,7.0,7.0,0,1052,1052,1.0,1051.0
roleMixin,576,4.760330578512397,0.0,0,20.840675290318064,434.33374655647395,9.32077881691303,94.96213970118157,0.0,2.0,2.0,0,219,219,1.0,218.0
