Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,21,Q3
category,0.07192807192807193,0.625,0.6291253035217149,5,Q1
collective,0.015984015984015984,0.21875,0.2193331969104934,10,Q1
datatype,0.006993006993006993,0.125,0.12519545577537647,16,Q3
enumeration,0.00999000999000999,0.09375,0.09428076579875928,17,Q3
event,0.12087912087912088,0.40625,0.423852361518146,6,Q1
historicalRole,0.0,0.0,0.0,21,Q3
historicalRoleMixin,0.0,0.0,0.0,21,Q3
kind,0.15684315684315683,0.6875,0.7051638290840839,1,Q1
mixin,0.005994005994005994,0.15625,0.15636492767835178,14,Q2
mode,0.054945054945054944,0.34375,0.34811351821340564,8,Q1
phase,0.023976023976023976,0.1875,0.18902671696270576,11,Q1
phaseMixin,0.0,0.0,0.0,21,Q3
quality,0.012987012987012988,0.125,0.1256728391750773,15,Q3
quantity,0.00999000999000999,0.09375,0.09428076579875928,17,Q3
relator,0.08491508491508491,0.65625,0.6617209639614995,3,Q1
role,0.09490509490509491,0.625,0.6321645173836832,4,Q1
roleMixin,0.053946053946053944,0.40625,0.40981610416911457,7,Q1
situation,0.014985014985014986,0.15625,0.15696691745110217,13,Q2
subkind,0.14785214785214784,0.65625,0.6726992791169717,2,Q1
type,0.004995004995004995,0.09375,0.09388297276343632,19,Q3
none,0.052947052947052944,0.15625,0.1649771284626388,12,Q1
other,0.054945054945054944,0.25,0.2559667147558743,9,Q1
