year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,1.275866290787235,-0.07346638964889962,296.75768546471744,-299675.38843291136
2016,none (occurrence),2015-2018,1.8905350808636285,-0.07346638964889962,296.75768546471744,-299675.38843291136
2017,none (occurrence),2015-2018,2.358271091536153,-0.07346638964889962,296.75768546471744,-299675.38843291136
2018,none (occurrence),2015-2018,2.679074322921224,-0.07346638964889962,296.75768546471744,-299675.38843291136
2015,none (model-wise),2015-2018,0.9071428568568081,0.17857142864966136,-720.0214288866039,725803.9074602923
2016,none (model-wise),2015-2018,0.7071428570197895,0.17857142864966136,-720.0214288866039,725803.9074602923
2017,none (model-wise),2015-2018,0.8642857145750895,0.17857142864966136,-720.0214288866039,725803.9074602923
2018,none (model-wise),2015-2018,1.3785714294062927,0.17857142864966136,-720.0214288866039,725803.9074602923
2019,none (occurrence),2019-2024,1.3044657055288553,-0.4405796849437138,1781.4686724372489,-1800822.1000882576
2020,none (occurrence),2019-2024,3.271790655562654,-0.4405796849437138,1781.4686724372489,-1800822.1000882576
2021,none (occurrence),2019-2024,4.357956235064194,-0.4405796849437138,1781.4686724372489,-1800822.1000882576
2022,none (occurrence),2019-2024,4.562962444731966,-0.4405796849437138,1781.4686724372489,-1800822.1000882576
2023,none (occurrence),2019-2024,3.8868092845659703,-0.4405796849437138,1781.4686724372489,-1800822.1000882576
2024,none (occurrence),2019-2024,2.329496755031869,-0.4405796849437138,1781.4686724372489,-1800822.1000882576
2019,none (model-wise),2019-2024,1.1887755097122863,-0.13520408166448306,546.7362246185858,-552718.6031915011
2020,none (model-wise),2019-2024,1.835714285611175,-0.13520408166448306,546.7362246185858,-552718.6031915011
2021,none (model-wise),2019-2024,2.212244897847995,-0.13520408166448306,546.7362246185858,-552718.6031915011
2022,none (model-wise),2019-2024,2.318367346888408,-0.13520408166448306,546.7362246185858,-552718.6031915011
2023,none (model-wise),2019-2024,2.154081632848829,-0.13520408166448306,546.7362246185858,-552718.6031915011
2024,none (model-wise),2019-2024,1.7193877551471815,-0.13520408166448306,546.7362246185858,-552718.6031915011
2015,other (occurrence),2015-2018,3.4700624463148415,0.7469082899979185,-3013.3782316395614,3039344.8950593644
2016,other (occurrence),2015-2018,0.8791477889753878,0.7469082899979185,-3013.3782316395614,3039344.8950593644
2017,other (occurrence),2015-2018,-0.21795028960332274,0.7469082899979185,-3013.3782316395614,3039344.8950593644
2018,other (occurrence),2015-2018,0.17876821337267756,0.7469082899979185,-3013.3782316395614,3039344.8950593644
2015,other (model-wise),2015-2018,0.828571428428404,0.1428571429613612,-576.3142861345594,581241.971852273
2016,other (model-wise),2015-2018,0.3714285712921992,0.1428571429613612,-576.3142861345594,581241.971852273
2017,other (model-wise),2015-2018,0.19999999983701855,0.1428571429613612,-576.3142861345594,581241.971852273
2018,other (model-wise),2015-2018,0.31428571441210806,0.1428571429613612,-576.3142861345594,581241.971852273
2019,other (occurrence),2019-2024,0.9917962529580109,0.08483618748169874,-343.13753972692143,346972.7584658223
2020,other (occurrence),2019-2024,0.5076177646405995,0.08483618748169874,-343.13753972692143,346972.7584658223
2021,other (occurrence),2019-2024,0.19311165128601715,0.08483618748169874,-343.13753972692143,346972.7584658223
2022,other (occurrence),2019-2024,0.04827791271964088,0.08483618748169874,-343.13753972692143,346972.7584658223
2023,other (occurrence),2019-2024,0.07311654929071665,0.08483618748169874,-343.13753972692143,346972.7584658223
2024,other (occurrence),2019-2024,0.26762756082462147,0.08483618748169874,-343.13753972692143,346972.7584658223
2019,other (model-wise),2019-2024,0.8367346939776326,0.010204081651721708,-41.3857143628244,41963.07354734249
2020,other (model-wise),2019-2024,0.6653061224569683,0.010204081651721708,-41.3857143628244,41963.07354734249
2021,other (model-wise),2019-2024,0.5142857142345747,0.010204081651721708,-41.3857143628244,41963.07354734249
2022,other (model-wise),2019-2024,0.3836734693177277,0.010204081651721708,-41.3857143628244,41963.07354734249
2023,other (model-wise),2019-2024,0.27346938770642737,0.010204081651721708,-41.3857143628244,41963.07354734249
2024,other (model-wise),2019-2024,0.18367346940067364,0.010204081651721708,-41.3857143628244,41963.07354734249
