year,category,period,predicted,slope,intercept
2015,none (occurrence),2015-2018,1.349332680298744,0.4677360107750703,-941.138729031468
2016,none (occurrence),2015-2018,1.817068691073814,0.4677360107750703,-941.138729031468
2017,none (occurrence),2015-2018,2.284804701848884,0.4677360107750703,-941.138729031468
2018,none (occurrence),2015-2018,2.7525407126239543,0.4677360107750703,-941.138729031468
2015,none (model-wise),2015-2018,0.7285714285713993,0.15714285714285708,-315.9142857142856
2016,none (model-wise),2015-2018,0.8857142857143003,0.15714285714285708,-315.9142857142856
2017,none (model-wise),2015-2018,1.0428571428571445,0.15714285714285708,-315.9142857142856
2018,none (model-wise),2015-2018,1.1999999999999886,0.15714285714285708,-315.9142857142856
2019,none (occurrence),2019-2024,2.773064656253098,0.2050062096590811,-411.13447264543163
2020,none (occurrence),2019-2024,2.978070865912173,0.2050062096590811,-411.13447264543163
2021,none (occurrence),2019-2024,3.183077075571248,0.2050062096590811,-411.13447264543163
2022,none (occurrence),2019-2024,3.388083285230323,0.2050062096590811,-411.13447264543163
2023,none (occurrence),2019-2024,3.593089494889398,0.2050062096590811,-411.13447264543163
2024,none (occurrence),2019-2024,3.798095704548473,0.2050062096590811,-411.13447264543163
2019,none (model-wise),2019-2024,1.6394557823129219,0.10612244897959187,-212.62176870748308
2020,none (model-wise),2019-2024,1.7455782312925123,0.10612244897959187,-212.62176870748308
2021,none (model-wise),2019-2024,1.8517006802721028,0.10612244897959187,-212.62176870748308
2022,none (model-wise),2019-2024,1.9578231292516932,0.10612244897959187,-212.62176870748308
2023,none (model-wise),2019-2024,2.0639455782312837,0.10612244897959187,-212.62176870748308
2024,none (model-wise),2019-2024,2.170068027210874,0.10612244897959187,-212.62176870748308
2015,other (occurrence),2015-2018,2.7231541569731235,-1.0970980776294843,2213.375780580384
2016,other (occurrence),2015-2018,1.6260560793434706,-1.0970980776294843,2213.375780580384
2017,other (occurrence),2015-2018,0.5289580017142725,-1.0970980776294843,2213.375780580384
2018,other (occurrence),2015-2018,-0.5681400759153803,-1.0970980776294843,2213.375780580384
2015,other (model-wise),2015-2018,0.6857142857143117,-0.1714285714285714,346.1142857142857
2016,other (model-wise),2015-2018,0.5142857142857338,-0.1714285714285714,346.1142857142857
2017,other (model-wise),2015-2018,0.34285714285715585,-0.1714285714285714,346.1142857142857
2018,other (model-wise),2015-2018,0.17142857142863477,-0.1714285714285714,346.1142857142857
2019,other (occurrence),2019-2024,0.7090089617333319,-0.14483373856460668,293.12832712367424
2020,other (occurrence),2019-2024,0.5641752231687178,-0.14483373856460668,293.12832712367424
2021,other (occurrence),2019-2024,0.4193414846041037,-0.14483373856460668,293.12832712367424
2022,other (occurrence),2019-2024,0.2745077460395464,-0.14483373856460668,293.12832712367424
2023,other (occurrence),2019-2024,0.1296740074749323,-0.14483373856460668,293.12832712367424
2024,other (occurrence),2019-2024,-0.015159731089681827,-0.14483373856460668,293.12832712367424
2019,other (model-wise),2019-2024,0.8027210884353622,-0.13061224489795917,264.5088435374149
2020,other (model-wise),2019-2024,0.6721088435373872,-0.13061224489795917,264.5088435374149
2021,other (model-wise),2019-2024,0.5414965986394122,-0.13061224489795917,264.5088435374149
2022,other (model-wise),2019-2024,0.4108843537414941,-0.13061224489795917,264.5088435374149
2023,other (model-wise),2019-2024,0.28027210884351916,-0.13061224489795917,264.5088435374149
2024,other (model-wise),2019-2024,0.1496598639455442,-0.13061224489795917,264.5088435374149
