Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,19,Q3
category,0.08062709966405375,0.625,0.6301791246941121,5,Q1
collective,0.01791713325867861,0.21875,0.21948254182100507,9,Q1
datatype,0.007838745800671893,0.125,0.12524554257827922,14,Q3
enumeration,0.011198208286674132,0.09375,0.0944164306084049,15,Q3
event,0.135498320268757,0.40625,0.4282509279565599,6,Q1
historicalRole,0.0,0.0,0.0,19,Q3
historicalRoleMixin,0.0,0.0,0.0,19,Q3
kind,0.17581187010078386,0.6875,0.7096238888794083,1,Q1
mixin,0.006718924972004479,0.15625,0.15639439393015156,12,Q2
mode,0.06159014557670773,0.34375,0.3492240091004054,8,Q1
phase,0.026875699888017916,0.1875,0.18941634893659734,10,Q1
phaseMixin,0.0,0.0,0.0,19,Q3
quality,0.014557670772676373,0.125,0.12584484804045667,13,Q3
quantity,0.011198208286674132,0.09375,0.0944164306084049,15,Q3
relator,0.09518477043673013,0.65625,0.6631170356906034,3,Q1
role,0.10638297872340426,0.625,0.6339892255883094,4,Q1
roleMixin,0.060470324748040316,0.40625,0.41072584855975824,7,Q1
situation,0.0167973124300112,0.15625,0.15715028541135842,11,Q1
subkind,0.16573348264277715,0.65625,0.6768542308125907,2,Q1
type,0.005599104143337066,0.09375,0.09391705099292638,17,Q3
