stereotype,total_correlation,rank
category,2.472020793686782,5
collective,1.927928011810095,10
event,2.6639548452610637,3
kind,2.897769276602649,1
mode,2.573549935859514,4
phase,2.2745327954849666,8
quality,2.2164260998766103,9
relator,1.5651679652836943,12
role,1.9233088317007152,11
roleMixin,2.7303549321297704,2
situation,2.439188229538068,6
subkind,2.337879170764035,7
