year,category,period,predicted,slope,intercept
2015,none (occurrence),2015-2018,-0.009134088418022657,0.14614541468761413,-294.4921446839605
2016,none (occurrence),2015-2018,0.13701132626960089,0.14614541468761413,-294.4921446839605
2017,none (occurrence),2015-2018,0.28315674095722443,0.14614541468761413,-294.4921446839605
2018,none (occurrence),2015-2018,0.42930215564484797,0.14614541468761413,-294.4921446839605
2015,none (model-wise),2015-2018,0.010080645161281154,0.06048387096774192,-121.86491935483869
2016,none (model-wise),2015-2018,0.07056451612902492,0.06048387096774192,-121.86491935483869
2017,none (model-wise),2015-2018,0.1310483870967687,0.06048387096774192,-121.86491935483869
2018,none (model-wise),2015-2018,0.19153225806451246,0.06048387096774192,-121.86491935483869
2019,none (occurrence),2019-2024,0.6411260156236267,-0.10543347773892164,213.51131757050644
2020,none (occurrence),2019-2024,0.5356925378847279,-0.10543347773892164,213.51131757050644
2021,none (occurrence),2019-2024,0.43025906014580073,-0.10543347773892164,213.51131757050644
2022,none (occurrence),2019-2024,0.32482558240687354,-0.10543347773892164,213.51131757050644
2023,none (occurrence),2019-2024,0.21939210466794634,-0.10543347773892164,213.51131757050644
2024,none (occurrence),2019-2024,0.11395862692901915,-0.10543347773892164,213.51131757050644
2019,none (model-wise),2019-2024,0.22081413210445078,-0.014400921658986172,29.296274961597533
2020,none (model-wise),2019-2024,0.206413210445465,-0.014400921658986172,29.296274961597533
2021,none (model-wise),2019-2024,0.19201228878647925,-0.014400921658986172,29.296274961597533
2022,none (model-wise),2019-2024,0.17761136712749348,-0.014400921658986172,29.296274961597533
2023,none (model-wise),2019-2024,0.16321044546850771,-0.014400921658986172,29.296274961597533
2024,none (model-wise),2019-2024,0.14880952380952195,-0.014400921658986172,29.296274961597533
2015,other (occurrence),2015-2018,0.06028498355863121,0.09682133723054441,-195.03470953598836
2016,other (occurrence),2015-2018,0.15710632078918252,0.09682133723054441,-195.03470953598836
2017,other (occurrence),2015-2018,0.2539276580197338,0.09682133723054441,-195.03470953598836
2018,other (occurrence),2015-2018,0.3507489952502567,0.09682133723054441,-195.03470953598836
2015,other (model-wise),2015-2018,2.842170943040401e-14,0.1008064516129032,-203.12499999999994
2016,other (model-wise),2015-2018,0.10080645161292523,0.1008064516129032,-203.12499999999994
2017,other (model-wise),2015-2018,0.20161290322582204,0.1008064516129032,-203.12499999999994
2018,other (model-wise),2015-2018,0.30241935483871885,0.1008064516129032,-203.12499999999994
2019,other (occurrence),2019-2024,0.21312872975276775,-0.03653635367190355,73.98002679332603
2020,other (occurrence),2019-2024,0.17659237608086187,-0.03653635367190355,73.98002679332603
2021,other (occurrence),2019-2024,0.1400560224089702,-0.03653635367190355,73.98002679332603
2022,other (occurrence),2019-2024,0.10351966873706431,-0.03653635367190355,73.98002679332603
2023,other (occurrence),2019-2024,0.06698331506515842,-0.03653635367190355,73.98002679332603
2024,other (occurrence),2019-2024,0.030446961393252536,-0.03653635367190355,73.98002679332603
2019,other (model-wise),2019-2024,0.24481566820277578,-0.03744239631336405,75.8410138248848
2020,other (model-wise),2019-2024,0.20737327188940924,-0.03744239631336405,75.8410138248848
2021,other (model-wise),2019-2024,0.1699308755760427,-0.03744239631336405,75.8410138248848
2022,other (model-wise),2019-2024,0.13248847926267615,-0.03744239631336405,75.8410138248848
2023,other (model-wise),2019-2024,0.09504608294932382,-0.03744239631336405,75.8410138248848
2024,other (model-wise),2019-2024,0.057603686635957274,-0.03744239631336405,75.8410138248848
