year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,-0.0639386190159712,-0.05480453061605317,221.17281738920235,-223144.56565729727
2016,none (occurrence),2015-2018,0.1918158568732906,-0.05480453061605317,221.17281738920235,-223144.56565729727
2017,none (occurrence),2015-2018,0.33796127152163535,-0.05480453061605317,221.17281738920235,-223144.56565729727
2018,none (occurrence),2015-2018,0.374497624929063,-0.05480453061605317,221.17281738920235,-223144.56565729727
2015,none (model-wise),2015-2018,-0.04032258069491945,-0.050403225889112946,203.33669388174945,-205075.04065868224
2016,none (model-wise),2015-2018,0.12096774205565453,-0.050403225889112946,203.33669388174945,-205075.04065868224
2017,none (model-wise),2015-2018,0.1814516129961703,-0.050403225889112946,203.33669388174945,-205075.04065868224
2018,none (model-wise),2015-2018,0.14112903218483552,-0.050403225889112946,203.33669388174945,-205075.04065868224
2019,none (occurrence),2019-2024,0.4540946811903268,-0.05610940024922684,226.74487172997246,-229075.27101879462
2020,none (occurrence),2019-2024,0.5730988045688719,-0.05610940024922684,226.74487172997246,-229075.27101879462
2021,none (occurrence),2019-2024,0.5798841274227016,-0.05610940024922684,226.74487172997246,-229075.27101879462
2022,none (occurrence),2019-2024,0.4744506497809198,-0.05610940024922684,226.74487172997246,-229075.27101879462
2023,none (occurrence),2019-2024,0.2567983715853188,-0.05610940024922684,226.74487172997246,-229075.27101879462
2024,none (occurrence),2019-2024,-0.07307270704768598,-0.05610940024922684,226.74487172997246,-229075.27101879462
2019,none (model-wise),2019-2024,0.08280529963667504,-0.041402649776301814,167.37651212387502,-169160.94832802855
2020,none (model-wise),2019-2024,0.23401497706072405,-0.041402649776301814,167.37651212387502,-169160.94832802855
2021,none (model-wise),2019-2024,0.30241935487720184,-0.041402649776301814,167.37651212387502,-169160.94832802855
2022,none (model-wise),2019-2024,0.28801843320252374,-0.041402649776301814,167.37651212387502,-169160.94832802855
2023,none (model-wise),2019-2024,0.19081221192027442,-0.041402649776301814,167.37651212387502,-169160.94832802855
2024,none (model-wise),2019-2024,0.010800691088661551,-0.041402649776301814,167.37651212387502,-169160.94832802855
2015,other (occurrence),2015-2018,-0.035622944531496614,-0.09590792850866592,386.89349701242475,-390182.6630738823
2016,other (occurrence),2015-2018,0.2530142494942993,-0.09590792850866592,386.89349701242475,-390182.6630738823
2017,other (occurrence),2015-2018,0.34983558650128543,-0.09590792850866592,386.89349701242475,-390182.6630738823
2018,other (occurrence),2015-2018,0.25484106643125415,-0.09590792850866592,386.89349701242475,-390182.6630738823
2015,other (model-wise),2015-2018,-8.526512829121202e-14,-2.275957200481571e-14,0.10080645170475157,-203.12500009266552
2016,other (model-wise),2015-2018,0.10080645161292523,-2.275957200481571e-14,0.10080645170475157,-203.12500009266552
2017,other (model-wise),2015-2018,0.20161290322587888,-2.275957200481571e-14,0.10080645170475157,-203.12500009266552
2018,other (model-wise),2015-2018,0.3024193548387757,-2.275957200481571e-14,0.10080645170475157,-203.12500009266552
2019,other (occurrence),2019-2024,0.19899264050036436,-0.004240826767443195,17.10912626711307,-17255.986098099278
2020,other (occurrence),2019-2024,0.17941959390736884,-0.004240826767443195,17.10912626711307,-17255.986098099278
2021,other (occurrence),2019-2024,0.15136489377982798,-0.004240826767443195,17.10912626711307,-17255.986098099278
2022,other (occurrence),2019-2024,0.11482854012501775,-0.004240826767443195,17.10912626711307,-17255.986098099278
2023,other (occurrence),2019-2024,0.06981053292838624,-0.004240826767443195,17.10912626711307,-17255.986098099278
2024,other (occurrence),2019-2024,0.016310872197209392,-0.004240826767443195,17.10912626711307,-17255.986098099278
2019,other (model-wise),2019-2024,0.15480990780633874,-0.027001728114967705,109.13054437251121,-110265.62285773446
2020,other (model-wise),2019-2024,0.22537442397151608,-0.027001728114967705,109.13054437251121,-110265.62285773446
2021,other (model-wise),2019-2024,0.24193548389303032,-0.027001728114967705,109.13054437251121,-110265.62285773446
2022,other (model-wise),2019-2024,0.2044930875999853,-0.027001728114967705,109.13054437251121,-110265.62285773446
2023,other (model-wise),2019-2024,0.11304723506327718,-0.027001728114967705,109.13054437251121,-110265.62285773446
2024,other (model-wise),2019-2024,-0.032402073717094027,-0.027001728114967705,109.13054437251121,-110265.62285773446
