year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2005,0.0,0.0011123470522803114,0.0,0.004449388209121246,0.0,0.002224694104560623,0.0,0.0,0.0,0.0,0.002224694104560623,0.006674082313681869,0.0011123470522803114,0.0,0.0,0.0,0.0,0.0,0.0,0.004449388209121246,0.0055617352614015575
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02224694104560623,0.0
2011,0.0,0.0,0.0,0.002224694104560623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055617352614015575
2012,0.0,0.0,0.0,0.0,0.0,0.002224694104560623,0.0,0.0,0.0,0.0,0.008898776418242492,0.018909899888765295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03114571746384872,0.0055617352614015575
2013,0.0,0.0,0.0,0.012235817575083427,0.0,0.002224694104560623,0.0,0.0,0.0,0.0,0.002224694104560623,0.004449388209121246,0.004449388209121246,0.0,0.0,0.00778642936596218,0.0,0.0,0.0,0.0,0.0033370411568409346
2014,0.0,0.0,0.0,0.0033370411568409346,0.0,0.0055617352614015575,0.0,0.0,0.0,0.0,0.0055617352614015575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014460511679644048,0.0
2015,0.0,0.011123470522803115,0.0,0.010011123470522803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020022246941045607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02224694104560623,0.010011123470522803
2016,0.0,0.01557285873192436,0.0,0.0,0.0,0.0,0.006674082313681869,0.0,0.0,0.0,0.0,0.01557285873192436,0.0011123470522803114,0.004449388209121246,0.0,0.0,0.0,0.0,0.0,0.030033370411568408,0.03781979977753059
2017,0.0,0.0033370411568409346,0.0,0.002224694104560623,0.0,0.004449388209121246,0.0,0.0,0.0,0.0,0.020022246941045607,0.012235817575083427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25361512791991103,0.02224694104560623
2018,0.0033370411568409346,0.020022246941045607,0.0,0.011123470522803115,0.0,0.006674082313681869,0.002224694104560623,0.0055617352614015575,0.002224694104560623,0.0033370411568409346,0.01557285873192436,0.017797552836484983,0.004449388209121246,0.012235817575083427,0.0,0.0,0.0,0.0,0.002224694104560623,0.19799777530589543,0.002224694104560623
