Stereotype,characterization,componentOf,derivation,material,mediation,memberOf,participation,none,other
characterization,1.0,0.14555329394180835,0.10718753222083548,-0.15050716615080326,0.6063009106676422,0.12261795525306098,0.4778561045889373,-0.20818474686733954,0.40162421852759483
componentOf,0.14555329394180835,1.0,0.2293206720133569,0.14473807980650877,0.033377780323775925,0.25608991069481174,-0.17011648178616043,-0.2531655570439137,-0.09702512724565919
derivation,0.10718753222083548,0.2293206720133569,1.0,0.6674764792763487,0.3677373573445304,0.133584012115236,-0.1232074343255885,-0.13079503115041685,0.43982885357133256
material,-0.15050716615080326,0.14473807980650877,0.6674764792763487,1.0,0.1539747115841299,-0.09366402471498438,-0.1934067835754918,0.26475155382111165,0.20532994173294158
mediation,0.6063009106676422,0.033377780323775925,0.3677373573445304,0.1539747115841299,1.0,0.11342033817477438,0.3040989538391493,-0.3863924084845406,0.3867083248013841
memberOf,0.12261795525306098,0.25608991069481174,0.133584012115236,-0.09366402471498438,0.11342033817477438,1.0,0.1652718416126853,-0.41797890937561155,0.1569309271438361
participation,0.4778561045889373,-0.17011648178616043,-0.1232074343255885,-0.1934067835754918,0.3040989538391493,0.1652718416126853,1.0,-0.1904266153560063,0.15430776781043343
none,-0.20818474686733954,-0.2531655570439137,-0.13079503115041685,0.26475155382111165,-0.3863924084845406,-0.41797890937561155,-0.1904266153560063,1.0,-0.2877783456681634
other,0.40162421852759483,-0.09702512724565919,0.43982885357133256,0.20532994173294158,0.3867083248013841,0.1569309271438361,0.15430776781043343,-0.2877783456681634,1.0
