Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00017185083347654237,0.0136986301369863,0.013699708038455268,42,Q3
category,0.036776078363980065,0.6986301369863014,0.6995974186954464,5,Q1
collective,0.005671077504725898,0.2465753424657534,0.24664054944831798,19,Q2
datatype,0.010998453342498712,0.2328767123287671,0.23313628872610648,21,Q1
enumeration,0.0065303316721086095,0.0547945205479452,0.05518228623233124,36,Q3
event,0.03574497336312081,0.4520547945205479,0.453465809482639,10,Q1
historicalRole,0.003952569169960474,0.0547945205479452,0.054936893661022654,37,Q3
historicalRoleMixin,0.0015466575012888812,0.0410958904109589,0.041124984596906985,39,Q3
kind,0.0876439250730366,0.863013698630137,0.8674526509415237,2,Q1
mixin,0.002405911668671593,0.1506849315068493,0.15070413728289386,30,Q3
mode,0.021309503351091254,0.4657534246575342,0.46624065407608073,9,Q1
phase,0.02629317752191098,0.3698630136986301,0.37079641325993407,14,Q1
phaseMixin,0.003437016669530847,0.1095890410958904,0.10964292504262822,33,Q3
quality,0.02560577418800481,0.4520547945205479,0.45277940867577215,11,Q1
quantity,0.0010311050008592541,0.0684931506849315,0.06850091144117375,35,Q3
relator,0.03901013919917511,0.7808219178082192,0.7817957906576656,3,Q1
role,0.05378931087815776,0.684931506849315,0.687040362016396,7,Q1
roleMixin,0.030417597525348,0.410958904109589,0.4120830633575814,12,Q1
situation,0.009623646674686372,0.1917808219178082,0.19202212953404424,25,Q3
subkind,0.09194019590995016,0.726027397260274,0.7318256494524414,4,Q1
type,0.011342155009451797,0.2191780821917808,0.2194713562028664,22,Q1
none_c,0.021309503351091254,0.1506849315068493,0.15218424201044614,28,Q4
other_c,0.006874033339061694,0.1232876712328767,0.12347915699571498,32,Q3
bringsAbout,0.003952569169960474,0.136986301369863,0.13704331273739062,31,Q3
characterization,0.04794638253995532,0.6301369863013698,0.6319584457095581,8,Q1
comparative,0.0022340608351950507,0.0547945205479452,0.054840044765613945,38,Q3
componentOf,0.020106547516755457,0.3013698630136986,0.30203984436815456,17,Q1
creation,0.007389585839491322,0.2054794520547945,0.2056122836690887,23,Q3
derivation,0.009795497508162915,0.3287671232876712,0.3289130175689056,15,Q2
externalDependence,0.01082660250902217,0.2465753424657534,0.24681291464182328,18,Q1
historicalDependence,0.005155525004296271,0.1780821917808219,0.17815680303466203,27,Q3
instantiation,0.010482900842069084,0.1917808219178082,0.19206711031703144,24,Q4
manifestation,0.0053273758377728134,0.1506849315068493,0.15077907519460634,29,Q3
material,0.03866643753222203,0.3972602739726027,0.39913759365439455,13,Q1
mediation,0.06788107922323423,0.684931506849315,0.6882870113487427,6,Q1
memberOf,0.006186630005155525,0.1917808219178082,0.1918805827755658,26,Q3
participation,0.02251245918542705,0.3150684931506849,0.31587175593081873,16,Q1
participational,0.0015466575012888812,0.0410958904109589,0.041124984596906985,39,Q3
subCollectionOf,0.0,0.0,0.0,43,Q3
subQuantityOf,0.0,0.0,0.0,43,Q3
termination,0.0005155525004296271,0.0273972602739726,0.027402110592078425,41,Q3
triggers,0.0022340608351950507,0.1095890410958904,0.10961181029493176,34,Q3
none_r,0.18267743598556452,0.863013698630137,0.8821358680166729,1,Q1
other_r,0.02113765251761471,0.2328767123287671,0.23383405119659278,20,Q1
