Construct Pair,Jaccard Similarity,Mutual Information
abstract - category,0.0151515151515151,0.0599601521247649
abstract - collective,0.0,0.0036336257059861
abstract - datatype,0.0,0.0026809206114755
abstract - enumeration,0.0,0.0006108168514265
abstract - event,0.024390243902439,0.0448917351560704
abstract - historicalRole,0.0,0.0004858765689671
abstract - historicalRoleMixin,0.3333333333333333,0.0448917351560707
abstract - kind,0.0,0.0200259086256396
abstract - mixin,0.0,0.0018050325698244
abstract - mode,0.0217391304347826,0.0235362709199649
abstract - phase,0.0,0.0048621675731868
abstract - phaseMixin,0.125,0.0599601521247651
abstract - quality,0.0238095238095238,0.0271975294068138
abstract - quantity,0.0,0.0008650901808673
abstract - relator,0.0,0.0162609595039816
abstract - role,0.0,0.0123042566871897
abstract - roleMixin,0.025,0.0599601521247654
abstract - situation,0.0588235294117647,0.039204255332543
abstract - subkind,0.0,0.0152489239455533
abstract - type,0.05,0.04489173515607
abstract - none,0.0625,0.039204255332543
abstract - other,0.0,0.0015280822441586
category - collective,0.2777777777777778,0.3425588340390614
category - datatype,0.2463768115942029,0.3963800953462228
category - enumeration,0.0441176470588235,0.0917720009224024
category - event,0.4078947368421052,0.7128554998005944
category - historicalRole,0.044776119402985,0.0902554654872005
category - historicalRoleMixin,0.0454545454545454,0.0861105019234023
category - kind,0.6067415730337079,1.0982192159136388
category - mixin,0.1764705882352941,0.1237902748214967
category - mode,0.5342465753424658,0.6582121604941471
category - phase,0.32,0.4995193741577286
category - phaseMixin,0.1212121212121212,0.1766895120045466
category - quality,0.4794520547945205,0.6792722892267495
category - quantity,0.0895522388059701,0.0884110475507296
category - relator,0.5568181818181818,0.6796345312852359
category - role,0.5238095238095238,0.7622968319072743
category - roleMixin,0.4324324324324324,0.5730356292905036
category - situation,0.2388059701492537,0.3741816361075055
category - subkind,0.6463414634146342,1.1238835010866546
category - type,0.2647058823529412,0.4704592810319644
category - none,0.1714285714285714,0.3552269684306308
category - other,0.1470588235294117,0.2059305790150113
collective - datatype,0.1794871794871795,0.1818871596700379
collective - enumeration,0.0689655172413793,0.0432901781370591
collective - event,0.2181818181818181,0.2755643593912288
collective - historicalRole,0.0714285714285714,0.0560839982856036
collective - historicalRoleMixin,0.0357142857142857,0.0329100834895534
collective - kind,0.3037974683544304,0.5360174790143445
collective - mixin,0.1428571428571428,0.0398908543323558
collective - mode,0.2857142857142857,0.2933882866914071
collective - phase,0.4047619047619047,0.3617937078845692
collective - phaseMixin,0.0967741935483871,0.0509247839082914
collective - quality,0.2142857142857142,0.1847948670920298
collective - quantity,0.1785714285714285,0.1057591548503834
collective - relator,0.3287671232876712,0.4008732676711466
collective - role,0.3134328358208955,0.3812830891642
collective - roleMixin,0.1785714285714285,0.1775687187722573
collective - situation,0.0,0.0692926326844032
collective - subkind,0.3380281690140845,0.5726639383476533
collective - type,0.1794871794871795,0.1875539659068219
collective - none,0.0769230769230769,0.1031860395585722
collective - other,0.0857142857142857,0.0828819544072923
datatype - enumeration,0.1363636363636363,0.1569917067627294
datatype - event,0.22,0.2984071254529389
datatype - historicalRole,0.0434782608695652,0.0383579392313772
datatype - historicalRoleMixin,0.0454545454545454,0.0255976480114704
datatype - kind,0.2278481012658227,0.4861285878704273
datatype - mixin,0.0967741935483871,0.0470715462295992
datatype - mode,0.1785714285714285,0.2521279254204618
datatype - phase,0.1777777777777777,0.2705294945527053
datatype - phaseMixin,0.12,0.1160751207620935
datatype - quality,0.24,0.2247248149141839
datatype - quantity,0.125,0.0978126960205746
datatype - relator,0.1818181818181818,0.2957940127275434
datatype - role,0.2058823529411764,0.3374230129419382
datatype - roleMixin,0.1538461538461538,0.2214371371258224
datatype - situation,0.1935483870967742,0.1342416615473343
datatype - subkind,0.2191780821917808,0.4617082903063365
datatype - type,0.1428571428571428,0.1470542522674765
datatype - none,0.1612903225806451,0.1280158718693807
datatype - other,0.1034482758620689,0.0752863312542181
enumeration - event,0.0454545454545454,0.0698487155153058
enumeration - historicalRole,0.0,0.0024855819412869
enumeration - historicalRoleMixin,0.0,0.0018534452417482
enumeration - kind,0.0649350649350649,0.1599154123862073
enumeration - mixin,0.0,0.0092477553000789
enumeration - mode,0.02,0.0461467487026991
enumeration - phase,0.0857142857142857,0.1027936120974023
enumeration - phaseMixin,0.0833333333333333,0.0635224177895121
enumeration - quality,0.0681818181818181,0.0804522809618766
enumeration - quantity,0.0909090909090909,0.0234775277473746
enumeration - relator,0.0704225352112676,0.1144670919061389
enumeration - role,0.046875,0.1208828710515466
enumeration - roleMixin,0.0465116279069767,0.0824446652201667
enumeration - situation,0.0476190476190476,0.0413825369845884
enumeration - subkind,0.072463768115942,0.158477933140244
enumeration - type,0.0869565217391304,0.0820113905462841
enumeration - none,0.0,0.0107073931927737
enumeration - other,0.0,0.0078263098573446
event - historicalRole,0.0975609756097561,0.1637764957481529
event - historicalRoleMixin,0.073170731707317,0.113559636892469
event - kind,0.3409090909090909,0.908669962342536
event - mixin,0.0784313725490196,0.0901834867250784
event - mode,0.3809523809523809,0.6048132918457156
event - phase,0.2982456140350877,0.525114141880131
event - phaseMixin,0.0652173913043478,0.1062553901786289
event - quality,0.3387096774193548,0.5905172540950505
event - quantity,0.1428571428571428,0.1828445973463346
event - relator,0.4,0.6632041054263068
event - role,0.3205128205128205,0.6360829372539151
event - roleMixin,0.396551724137931,0.6903928911798336
event - situation,0.4146341463414634,0.5539327486806048
event - subkind,0.375,0.9006779029451403
event - type,0.2978723404255319,0.4841710036486202
event - none,0.14,0.319028909928051
event - other,0.1276595744680851,0.2034841797231625
historicalRole - historicalRoleMixin,0.1666666666666666,0.0606971737616383
historicalRole - kind,0.0519480519480519,0.169463975571681
historicalRole - mixin,0.0,0.0073525851059787
historicalRole - mode,0.0,0.0311253167807897
historicalRole - phase,0.0277777777777777,0.0431856595341482
historicalRole - phaseMixin,0.0,0.0040481422337141
historicalRole - quality,0.0222222222222222,0.0554929983143449
historicalRole - quantity,0.375,0.1197498507729496
historicalRole - relator,0.056338028169014,0.1192442477217601
historicalRole - role,0.064516129032258,0.1170223486554988
historicalRole - roleMixin,0.073170731707317,0.1121682027658444
historicalRole - situation,0.1052631578947368,0.1238134793808566
historicalRole - subkind,0.0428571428571428,0.0987452730391226
historicalRole - type,0.0434782608695652,0.0677423658965709
historicalRole - none,0.0526315789473684,0.0451866549088746
historicalRole - other,0.0666666666666666,0.0642369143831816
historicalRoleMixin - kind,0.0126582278481012,0.0759800025472051
historicalRoleMixin - mixin,0.0,0.0054807849541993
historicalRoleMixin - mode,0.0208333333333333,0.0235376130901619
historicalRoleMixin - phase,0.0,0.0147923660117637
historicalRoleMixin - phaseMixin,0.2222222222222222,0.0810373542069076
historicalRoleMixin - quality,0.0227272727272727,0.0253473346016452
historicalRoleMixin - quantity,0.1111111111111111,0.0370107092317043
historicalRoleMixin - relator,0.0136986301369863,0.0775976873174117
historicalRoleMixin - role,0.015625,0.0551994539586357
historicalRoleMixin - roleMixin,0.048780487804878,0.0899837958592757
historicalRoleMixin - situation,0.0526315789473684,0.0283913696190896
historicalRoleMixin - subkind,0.0140845070422535,0.0755241526853569
historicalRoleMixin - type,0.15,0.1199995239881915
historicalRoleMixin - none,0.0555555555555555,0.0280995473010261
historicalRoleMixin - other,0.0,0.0046391183823312
