Construct Pair,Jaccard Similarity,Mutual Information
kind - mixin,0.1518987341772152,0.1819649454325626
kind - mode,0.4642857142857143,0.8983030849561464
kind - phase,0.4102564102564102,0.8424553524945548
kind - phaseMixin,0.0759493670886076,0.157947477575997
kind - quality,0.4512195121951219,0.8732431340699001
kind - quantity,0.0909090909090909,0.2202080444184473
kind - relator,0.7209302325581395,1.2524552494675874
kind - role,0.759493670886076,1.3603840667046068
kind - roleMixin,0.3448275862068966,0.7251508992116624
kind - situation,0.1325301204819277,0.3668664782359089
kind - subkind,0.7590361445783133,1.6807615102936848
kind - type,0.1411764705882353,0.4170604237460653
kind - none,0.1772151898734177,0.4598456866197061
kind - other,0.141025641025641,0.3098762678410002
mixin - mode,0.1764705882352941,0.1087638900005691
mixin - phase,0.2051282051282051,0.1429209311538316
mixin - phaseMixin,0.0476190476190476,0.0207133624114899
mixin - quality,0.1914893617021276,0.1812299895121597
mixin - quantity,0.05,0.0188975319808825
mixin - relator,0.1486486486486486,0.1676266608490649
mixin - role,0.2063492063492063,0.2262882324281458
mixin - roleMixin,0.1739130434782608,0.0913654007186094
mixin - situation,0.0333333333333333,0.0260758127800368
mixin - subkind,0.136986301369863,0.2248032965610679
mixin - type,0.1333333333333333,0.0521356654452144
mixin - none,0.1538461538461538,0.0993401393939
mixin - other,0.0,0.0232211174625769
mode - phase,0.3166666666666666,0.4569320826943204
mode - phaseMixin,0.125,0.1359571833252244
mode - quality,0.4426229508196721,0.5691572790543944
mode - quantity,0.06,0.1195137752017448
mode - relator,0.4810126582278481,0.62906372184691
mode - role,0.4794520547945205,0.7136783983538707
mode - roleMixin,0.4098360655737705,0.4850321693925741
mode - situation,0.125,0.170729477431839
mode - subkind,0.4935064935064935,0.9630273216216606
mode - type,0.2692307692307692,0.3439597914553924
mode - none,0.2156862745098039,0.3546563330696098
mode - other,0.0545454545454545,0.1626627175545137
phase - phaseMixin,0.1388888888888889,0.1544077201347713
phase - quality,0.3157894736842105,0.4541782611154598
phase - quantity,0.1428571428571428,0.1346488450120036
phase - relator,0.3684210526315789,0.6923920544030439
phase - role,0.417910447761194,0.8031360254977711
phase - roleMixin,0.2372881355932203,0.3986443675191825
phase - situation,0.1111111111111111,0.1837588280094367
phase - subkind,0.4366197183098591,0.914129357800034
phase - type,0.1521739130434782,0.1969764444212712
phase - none,0.1136363636363636,0.1916014923820585
phase - other,0.125,0.2137722852111336
phaseMixin - quality,0.1111111111111111,0.1148753006378014
phaseMixin - quantity,0.0,0.0072130289861973
phaseMixin - relator,0.0821917808219178,0.1152378161023066
phaseMixin - role,0.0606060606060606,0.1305011876480947
phaseMixin - roleMixin,0.1707317073170731,0.1969584119987638
phaseMixin - situation,0.0416666666666666,0.0545794664950106
phaseMixin - subkind,0.0845070422535211,0.1967407992395057
phaseMixin - type,0.217391304347826,0.1549522183866447
phaseMixin - none,0.0434782608695652,0.0535218525678121
phaseMixin - other,0.0526315789473684,0.0551201310269081
quality - quantity,0.0888888888888888,0.074978015246641
quality - relator,0.4675324675324675,0.6440793290400545
quality - role,0.4647887323943662,0.7358347156962155
quality - roleMixin,0.3225806451612903,0.4505246806372532
quality - situation,0.2291666666666666,0.2652948002765642
quality - subkind,0.4605263157894737,1.0862410455039002
quality - type,0.2916666666666667,0.2980903714605125
quality - none,0.2608695652173913,0.3150983217013198
quality - other,0.0588235294117647,0.1351496223736132
quantity - relator,0.0833333333333333,0.1725620433949033
quantity - role,0.1129032258064516,0.2335977001541352
quantity - roleMixin,0.0930232558139534,0.1174719486641189
quantity - situation,0.0909090909090909,0.0905066932116476
quantity - subkind,0.0857142857142857,0.17435516841632
quantity - type,0.08,0.0720484757868915
quantity - none,0.0952380952380952,0.0445566486092636
quantity - other,0.1176470588235294,0.0567439822425289
relator - role,0.6024096385542169,0.9266662098785848
relator - roleMixin,0.4230769230769231,0.6451417975280243
relator - situation,0.1428571428571428,0.2331480870605461
relator - subkind,0.6867469879518072,1.2804288184113737
relator - type,0.1818181818181818,0.3699205810387327
relator - none,0.1298701298701298,0.2705824587840236
relator - other,0.1066666666666666,0.2273009683909179
role - roleMixin,0.3783783783783784,0.6031067292297204
role - situation,0.1126760563380281,0.2628888290633958
role - subkind,0.5595238095238095,1.2545711827963288
role - type,0.1549295774647887,0.3141619683626756
role - none,0.1818181818181818,0.4490453637458175
role - other,0.1212121212121212,0.2652224000518374
roleMixin - situation,0.2127659574468085,0.3119939516988049
roleMixin - subkind,0.3625,0.742870482744565
roleMixin - type,0.3043478260869565,0.4574178850620274
roleMixin - none,0.2444444444444444,0.287758410382489
roleMixin - other,0.04,0.1323860019930998
situation - subkind,0.1466666666666666,0.3921609791874351
situation - type,0.15625,0.2020720359704741
situation - none,0.1379310344827586,0.1420811534740197
situation - other,0.16,0.1418335343252928
subkind - type,0.1866666666666666,0.4598091847883971
subkind - none,0.1333333333333333,0.4619855999829679
subkind - other,0.1408450704225352,0.3162729536810323
type - none,0.125,0.1543344527080762
type - other,0.0,0.0345992552040349
none - other,0.0769230769230769,0.0546671674307536
