year,num_class,ontouml_class,none_class,other_class,num_relation,ontouml_relation,none_relation,other_relation,ratio_class,cumulative_class,cumulative_ratio_class,ratio_ontouml_class,cumulative_ontouml_class,cumulative_ratio_ontouml_class,ratio_none_class,cumulative_none_class,cumulative_ratio_none_class,ratio_other_class,cumulative_other_class,cumulative_ratio_other_class,ratio_relation,cumulative_relation,cumulative_ratio_relation,ratio_ontouml_relation,cumulative_ontouml_relation,cumulative_ratio_ontouml_relation,ratio_none_relation,cumulative_none_relation,cumulative_ratio_none_relation,ratio_other_relation,cumulative_other_relation,cumulative_ratio_other_relation,ratio_ontouml_to_total_class,ratio_none_to_total_class,ratio_other_to_total_class,ratio_ontouml_to_total_relation,ratio_none_to_total_relation,ratio_other_to_total_relation,cumulative_ratio_ontouml_to_total_class,cumulative_ratio_none_to_total_class,cumulative_ratio_other_to_total_class,cumulative_ratio_ontouml_to_total_relation,cumulative_ratio_none_to_total_relation,cumulative_ratio_other_to_total_relation
2019,314,303,0,11,295,129,87,79,0.1051926298157454,314,0.1051926298157454,0.10740872031194612,303,0.10740872031194612,0.0,0,0.0,0.275,11,0.275,0.11246664125047655,295,0.11246664125047655,0.08921161825726141,129,0.08921161825726141,0.0825426944971537,87,0.0825426944971537,0.6422764227642277,79,0.6422764227642277,0.10150753768844221,0.0,0.0036850921273031824,0.04918032786885246,0.03316812809759817,0.030118185284025923,0.10150753768844221,0.0,0.0036850921273031824,0.04918032786885246,0.03316812809759817,0.030118185284025923
2020,529,433,87,9,487,133,342,12,0.17721943048576214,843,0.28241206030150756,0.15349166962070188,736,0.260900389932648,0.7016129032258065,87,0.7016129032258065,0.225,20,0.5,0.18566526877621045,782,0.298131910026687,0.09197786998616875,262,0.18118948824343015,0.32447817836812143,429,0.40702087286527516,0.0975609756097561,91,0.7398373983739838,0.14505862646566164,0.02914572864321608,0.003015075376884422,0.050705299275638584,0.1303850552802135,0.004574914220358368,0.24656616415410385,0.02914572864321608,0.006700167504187605,0.09988562714449103,0.16355318337781166,0.03469309950438429
2021,763,742,10,11,611,390,214,7,0.2556113902847571,1606,0.5380234505862647,0.2630272952853598,1478,0.5239276852180078,0.08064516129032258,97,0.782258064516129,0.275,31,0.775,0.23293938238658024,1393,0.5310712924132672,0.2697095435684647,652,0.4508990318118949,0.2030360531309298,643,0.610056925996205,0.056910569105691054,98,0.7967479674796748,0.24857621440536012,0.0033500837520938024,0.0036850921273031824,0.14868471216164697,0.08158597026305757,0.002668699961875715,0.49514237855946397,0.03249581239530988,0.010385259631490788,0.248570339306138,0.24513915364086925,0.03736179946626001
2022,592,584,6,2,523,345,176,2,0.1983249581239531,2198,0.7363484087102178,0.20701878766394896,2062,0.7309464728819568,0.04838709677419355,103,0.8306451612903226,0.05,33,0.825,0.19939001143728555,1916,0.7304613038505529,0.23858921161825727,997,0.6894882434301521,0.16698292220113853,819,0.7770398481973435,0.016260162601626018,100,0.8130081300813008,0.19564489112227806,0.0020100502512562816,0.0006700167504187605,0.1315287838353031,0.0670987418985894,0.0007624857033930614,0.6907872696817421,0.03450586264656617,0.011055276381909548,0.3800991231414411,0.31223789553945863,0.03812428516965307
2023,498,470,21,7,435,236,186,13,0.16683417085427135,2696,0.9031825795644891,0.16660758596242467,2532,0.8975540588443814,0.1693548387096774,124,1.0,0.175,40,1.0,0.16584064048799085,2351,0.8963019443385436,0.1632088520055325,1233,0.8526970954356846,0.17647058823529413,1005,0.9535104364326376,0.10569105691056911,113,0.9186991869918699,0.1574539363484087,0.007035175879396985,0.0023450586264656616,0.08997331300038124,0.07091117041555471,0.004956157072054899,0.8482412060301507,0.04154103852596315,0.01340033500837521,0.4700724361418223,0.38314906595501336,0.04308044224170797
2024,289,289,0,0,272,213,49,10,0.09681742043551089,2985,1.0,0.10244594115561857,2821,1.0,0.0,124,1.0,0.0,40,1.0,0.10369805566145635,2623,1.0,0.14730290456431536,1446,1.0,0.046489563567362426,1054,1.0,0.08130081300813008,123,1.0,0.09681742043551089,0.0,0.0,0.08120472741136103,0.018680899733130005,0.003812428516965307,0.9450586264656616,0.04154103852596315,0.01340033500837521,0.5512771635531833,0.40182996568814333,0.04689287075867327
