year,category,period,predicted,slope,intercept
2019,none (occurrence),2019-2024,6.339505499169363,-0.0029102550110950936,12.215310366570357
2020,none (occurrence),2019-2024,6.336595244158268,-0.0029102550110950936,12.215310366570357
2021,none (occurrence),2019-2024,6.333684989147173,-0.0029102550110950936,12.215310366570357
2022,none (occurrence),2019-2024,6.330774734136077,-0.0029102550110950936,12.215310366570357
2023,none (occurrence),2019-2024,6.327864479124982,-0.0029102550110950936,12.215310366570357
2024,none (occurrence),2019-2024,6.324954224113887,-0.0029102550110950936,12.215310366570357
2019,none (model-wise),2019-2024,2.8634361233480377,-0.08810572687224663,180.74889867841398
2020,none (model-wise),2019-2024,2.7753303964757947,-0.08810572687224663,180.74889867841398
2021,none (model-wise),2019-2024,2.6872246696035518,-0.08810572687224663,180.74889867841398
2022,none (model-wise),2019-2024,2.5991189427312804,-0.08810572687224663,180.74889867841398
2023,none (model-wise),2019-2024,2.5110132158590375,-0.08810572687224663,180.74889867841398
2024,none (model-wise),2019-2024,2.4229074889867945,-0.08810572687224663,180.74889867841398
2019,other (occurrence),2019-2024,1.5181830307881228,-0.3339517625231912,675.7667915651111
2020,other (occurrence),2019-2024,1.1842312682649663,-0.3339517625231912,675.7667915651111
2021,other (occurrence),2019-2024,0.8502795057416961,-0.3339517625231912,675.7667915651111
2022,other (occurrence),2019-2024,0.5163277432185396,-0.3339517625231912,675.7667915651111
2023,other (occurrence),2019-2024,0.18237598069538308,-0.3339517625231912,675.7667915651111
2024,other (occurrence),2019-2024,-0.1515757818278871,-0.3339517625231912,675.7667915651111
2019,other (model-wise),2019-2024,1.279630795049286,-0.23285084959093771,471.40549611915253
2020,other (model-wise),2019-2024,1.0467799454583542,-0.23285084959093771,471.40549611915253
2021,other (model-wise),2019-2024,0.8139290958674223,-0.23285084959093771,471.40549611915253
2022,other (model-wise),2019-2024,0.5810782462764905,-0.23285084959093771,471.40549611915253
2023,other (model-wise),2019-2024,0.3482273966855587,-0.23285084959093771,471.40549611915253
2024,other (model-wise),2019-2024,0.11537654709457001,-0.23285084959093771,471.40549611915253
