year,category,period,predicted,slope,intercept
2019,none (occurrence),2019-2024,46.700355586755904,-4.096519234656806,8317.572690358847
2020,none (occurrence),2019-2024,42.60383635210019,-4.096519234656806,8317.572690358847
2021,none (occurrence),2019-2024,38.50731711744265,-4.096519234656806,8317.572690358847
2022,none (occurrence),2019-2024,34.41079788278694,-4.096519234656806,8317.572690358847
2023,none (occurrence),2019-2024,30.314278648129402,-4.096519234656806,8317.572690358847
2024,none (occurrence),2019-2024,26.217759413471867,-4.096519234656806,8317.572690358847
2019,none (model-wise),2019-2024,21.622238828917034,-2.07594188362962,4212.94890187712
2020,none (model-wise),2019-2024,19.546296945287395,-2.07594188362962,4212.94890187712
2021,none (model-wise),2019-2024,17.470355061657756,-2.07594188362962,4212.94890187712
2022,none (model-wise),2019-2024,15.394413178028117,-2.07594188362962,4212.94890187712
2023,none (model-wise),2019-2024,13.318471294398478,-2.07594188362962,4212.94890187712
2024,none (model-wise),2019-2024,11.242529410768839,-2.07594188362962,4212.94890187712
2019,other (occurrence),2019-2024,17.18829573001858,-4.180740646936268,8458.103661894344
2020,other (occurrence),2019-2024,13.00755508308248,-4.180740646936268,8458.103661894344
2021,other (occurrence),2019-2024,8.82681443614456,-4.180740646936268,8458.103661894344
2022,other (occurrence),2019-2024,4.646073789208458,-4.180740646936268,8458.103661894344
2023,other (occurrence),2019-2024,0.4653331422723568,-4.180740646936268,8458.103661894344
2024,other (occurrence),2019-2024,-3.7154075046637445,-4.180740646936268,8458.103661894344
2019,other (model-wise),2019-2024,11.540751523001745,-2.4537877821924705,4965.7382837696
2020,other (model-wise),2019-2024,9.086963740809551,-2.4537877821924705,4965.7382837696
2021,other (model-wise),2019-2024,6.633175958616448,-2.4537877821924705,4965.7382837696
2022,other (model-wise),2019-2024,4.179388176424254,-2.4537877821924705,4965.7382837696
2023,other (model-wise),2019-2024,1.7256003942320604,-2.4537877821924705,4965.7382837696
2024,other (model-wise),2019-2024,-0.728187387961043,-2.4537877821924705,4965.7382837696
