Group,DistanceFromOrigin
sortal,153.08258997189475
non_sortal,123.24445802822034
rigid,154.37990005640233
non_rigid,136.21755887329616
abstracts,40.21661261973505
temporal,68.75743447890187
other,24.648891605644067
none,29.838131943674394
rigid_sortal,150.48796980287955
rigid_non_sortal,111.56866726765209
non_rigid_sortal,116.75790760568242
non_rigid_non_sortal,83.02784540848528
undef,48.00047312678055
