Group,x_value,y_value,quadrant
sortal,118,68.0909090909091,Q1
non_sortal,95,10.50413223140496,Q1
rigid,119,52.95867768595041,Q1
non_rigid,105,23.87603305785124,Q1
abstracts,31,1.256198347107438,Q3
temporal,53,4.8347107438016526,Q3
other,19,0.9090909090909092,Q3
none,23,3.1404958677685952,Q3
rigid_sortal,116,48.14876033057851,Q1
rigid_non_sortal,86,4.809917355371901,Q4
non_rigid_sortal,90,18.181818181818183,Q1
non_rigid_non_sortal,64,5.694214876033058,Q2
undef,37,4.049586776859504,Q3
