Group,DistanceFromOrigin
sortal,118.9396958686615
non_sortal,79.21195129905969
rigid,111.6994856016318
non_rigid,90.00160165230122
abstracts,25.65061334340971
temporal,44.067666424451325
other,15.728773113875802
none,19.265950072176405
rigid_sortal,107.27969135285524
rigid_non_sortal,71.23694842457509
non_rigid_sortal,76.57014758281302
non_rigid_non_sortal,53.198187903628515
undef,30.845495189056326
