year,num_models,ratio
2005,1,0.02631578947368421
2007,1,0.02631578947368421
2011,1,0.02631578947368421
2012,2,0.05263157894736842
2013,2,0.05263157894736842
2014,1,0.02631578947368421
2015,8,0.21052631578947367
2016,4,0.10526315789473684
2017,8,0.21052631578947367
2018,10,0.2631578947368421
